scenarios,1
seeds per scenario,20
notes,wifin_naive. 6-100-2
arg_list[0],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 1, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 6, 'band': 'AX_5', 'nStaC': 2, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-04-17_01:19:25.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
arg_list[9],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 10, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 6, 'band': 'AX_5', 'nStaC': 2, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-04-17_01:19:25.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
36,8.7902,1.60658,45,45,4.41729
47,14.7974,5.77067,59,59,3.94711
42,7.69083,3.19819,53,53,4.79427
32,13.5371,6.11227,40,40,4.71215
37,13.4711,3.13588,47,47,2.00144
47,5.49494,1.77428,59,59,3.52288
36,15.1374,4.66188,45,45,6.07653
47,15.5376,7.78593,59,59,4.61009
42,6.40405,2.65847,53,53,5.4341
30,14.1106,2.90097,38,38,5.97249
46,13.1245,4.63856,58,58,2.70411
44,6.82763,2.04188,56,56,4.42414
50,12.7278,9.64904,63,63,3.34785
42,14.6349,9.82146,53,53,5.4482
39,10.8456,5.003,49,49,3.75087
50,8.99602,0.956404,63,63,4.28743
42,2.3639,8.72878,53,53,7.12093
48,5.16643,0.323704,61,61,3.90822
47,14.2986,4.55723,59,59,4.60679
42,13.9072,1.18799,53,53,5.06982
50,9.97266,4.9075,63,63,3.3359
32,16.5935,9.22691,40,40,4.58069
44,19.1169,0.773594,56,56,4.36605
30,2.46748,7.10519,38,38,5.79298
31,6.14728,5.13171,39,39,3.30291
34,5.73972,5.87867,43,43,2.27827
36,9.37353,2.12715,45,45,5.43154
33,4.39095,4.77037,42,42,4.42558
45,9.15407,3.13193,57,57,3.74148
39,8.51746,4.1278,49,49,4.07573
35,13.2332,9.59664,44,44,4.52533
37,16.4911,4.79217,47,47,3.14399
33,1.15548,1.32285,42,42,5.44535
48,15.7316,4.97719,61,61,4.84792
32,9.44277,3.05164,40,40,4.33723
33,7.25058,5.20961,42,42,5.05498
30,16.9589,6.2699,38,38,5.91827
36,14.3656,5.92948,45,45,5.59079
41,4.94599,4.16314,52,52,3.64444
33,4.66198,7.69816,42,42,4.16578
38,4.25478,8.94061,48,48,3.58457
44,15.3534,5.07671,56,56,3.6331
36,11.1848,9.15968,45,45,6.13898
31,10.5688,9.44877,39,39,3.22198
50,10.3783,2.95506,63,63,3.23028
48,15.3986,6.48535,61,61,3.61458
50,17.6775,4.27616,63,63,4.4591
46,4.62925,6.0432,58,58,2.88572
31,5.58221,2.43517,39,39,3.63979
40,13.6894,6.12185,50,50,3.7868
33,18.5423,7.29093,42,42,4.70507
43,17.8256,1.77806,54,54,3.66261
39,1.38654,7.48977,49677,49655,1.62981
34,14.696,8.31155,43308,43270,1.61978
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
93,19.4116,3.21463,118461,113774,624.155
84,13.648,4.41356,106997,0,-nan
100,5.15132,8.3378,127377,127028,88.0991
96,3.36126,5.86877,122283,103594,1187.58
95,13.4159,0.221731,121009,90963,1459.97
92,5.7138,8.05712,117187,95224,1316.21
44,17.8928,2.94095,56,56,4.12646
31,15.6274,6.59957,39,39,3.83265
47,14.3926,2.06175,59,59,3.02071
30,16.2424,9.13514,38,38,5.15215
48,15.5581,2.98414,61,61,3.42793
47,15.362,6.1087,59,59,2.64072
35,17.8469,2.47847,44,44,4.58226
35,11.5172,6.56983,44,44,4.53959
41,15.6249,6.23285,52,52,3.16928
35,4.71174,3.44303,44,44,4.67921
43,6.80879,3.26992,54,54,3.8604
35,4.66398,5.69408,44,44,4.73666
44,9.95945,9.6225,56,56,4.55711
49,12.1565,6.2965,62,62,3.79898
37,0.653605,2.19694,47,47,3.90099
34,17.3829,1.32812,43,43,4.00238
35,14.0851,3.54844,44,44,4.15729
50,10.0044,4.10301,63,63,2.43747
42,14.6753,7.85346,53,53,4.37065
33,13.3509,3.57906,42,42,5.32969
48,0.396513,4.13848,61,61,4.36701
34,6.71004,3.77682,43,43,4.41031
37,5.00874,3.29516,47,47,3.22394
47,2.38628,6.64467,59,59,2.09509
30,3.62662,5.62257,38,38,5.39829
34,4.02511,4.7618,43,43,4.61087
32,4.87642,0.545933,40,40,4.32125
48,7.52341,0.458516,61,61,3.62489
34,3.79246,7.31933,43,43,4.23705
45,17.3204,9.73971,57,57,3.51062
43,17.9648,7.55861,54,54,3.73735
44,3.4193,1.00968,56,56,4.69986
33,8.07281,6.05827,42,42,4.0164
44,17.9243,4.00254,56,56,4.704
38,14.6201,6.07448,48,48,3.33994
41,8.44546,6.45595,52,52,2.81267
50,15.303,4.25764,63,63,2.60519
37,12.7745,0.877911,47,47,3.46946
48,7.40529,0.193867,61,61,3.76488
32,3.81104,2.96045,40,40,4.4617
40,16.658,9.03225,50,50,4.38237
47,4.89432,0.302439,59,59,2.14286
31,2.28528,2.94884,39,39,3.37243
49,8.62176,9.05528,62,62,3.15557
39,4.95672,1.13991,49,49,3.06982
31,5.29266,8.66073,39,39,2.88039
43,4.82926,3.38678,54,54,3.5023
50,2.49649,1.2682,63,63,2.92459
42,17.5803,3.2131,53,53,4.51036
44,9.59464,1.54133,56,56,4.80879
33,15.3816,6.39637,42,42,4.91809
34,7.07412,2.22449,43,43,4.72192
44,6.94219,6.2717,56,56,4.66542
44,10.9898,3.54856,56,56,3.94632
43,10.2748,9.32371,54,54,3.12882
44,11.0752,5.5718,56,56,4.7792
34,12.808,5.31694,43,43,3.54382
30,8.22121,5.80188,38,38,5.12344
41,6.24883,9.27706,52,52,2.74673
38,13.6552,4.08371,48,48,3.33615
49,5.45553,9.29808,62,62,3.19332
34,9.26979,9.64286,43,43,3.91261
49,1.69128,0.00600433,62,62,3.25787
50,17.9919,1.91281,63,63,2.11454
33,4.72781,7.4575,42,42,5.15783
46,10.3329,0.647356,58,58,2.60792
43,8.59714,9.11446,54,54,3.08154
33,7.81436,2.37599,42,42,5.34779
50,19.9453,9.81501,63,63,2.4286
35,13.187,8.45382,44,44,5.08865
37,18.2337,1.54713,47,47,3.56264
30,4.93495,4.21037,38,38,5.70391
32,12.2946,0.263373,40,40,3.89373
38,11.4793,1.75729,48,48,3.7435
43,18.747,4.2543,54,54,3.6458
36,8.78179,9.54073,45,45,4.96785
39,18.308,6.26386,49,49,3.20881
49,17.0349,8.25554,62,62,3.544
41,6.46636,9.19323,52,52,2.55081
45,12.9823,9.58428,57,57,2.84292
36,2.31096,2.64569,45,45,4.44569
46,11.4631,9.95437,58,58,2.41609
35,18.8854,6.10328,44,44,5.0803
36,14.5011,0.419162,45,45,4.85396
31,13.9178,2.53979,39,39,3.38035
43,8.73113,1.85892,54,54,3.42559
32,9.89188,8.32628,40,40,3.65075
36,9.32386,5.39627,45,45,3.90949
46,8.50955,7.88122,58,58,2.83255
37,10.7067,0.153417,47,47,2.7329
42,2.36952,8.31931,53,53,4.2512
33,1.13759,8.89749,42,42,5.6828
49,0.756662,5.91011,62,62,3.46654
46,10.7973,2.97064,58,58,2.04979
49,15.355,8.55231,62,62,2.79949
42,9.2585,2.08639,53,53,3.59614
33,11.1644,4.87029,42,42,4.45686
30,7.37885,2.2437,38,38,5.20494
36,17.0847,4.58187,45,45,4.52886
36,15.6511,3.55607,45,45,5.01395
38,2.77297,4.97948,48403,48394,1.43976
28,9.392,6.62309,35665,35633,1.37515
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,161,20
89,19.1174,9.82198,113366,5255,186.029
97,0.472048,1.62037,123556,100424,1322.85
90,7.72698,2.5067,114640,112036,163.895
83,5.04184,8.80312,105723,94310,1323.56
82,10.1239,5.3326,104450,100200,284.565
88,8.57076,7.08563,112092,111648,83.4334
40,6.83918,9.41143,50,50,5.4949
42,3.44105,9.89935,53,53,4.54865
34,1.58898,8.09262,43,43,3.64909
31,4.36366,3.70274,39,39,3.64198
36,3.33721,9.47619,45,45,5.93866
45,3.04291,9.163,57,57,5.25306
48,16.7704,8.71771,61,61,4.94881
48,17.2758,9.85475,61,61,4.87482
47,13.4373,9.34924,59,59,3.34367
37,17.0676,5.16454,47,47,3.88733
39,0.213232,9.90491,49,49,4.49935
48,6.99598,3.54112,61,61,4.55979
41,4.93923,9.43378,52,52,4.48704
37,8.23476,4.44476,47,47,3.2743
31,10.9804,8.29536,39,39,4.23869
46,16.0742,1.99215,58,58,2.38599
49,11.1276,5.32266,62,62,2.83843
49,15.0065,6.15451,62,62,3.0173
38,12.0129,1.78017,48,48,3.92749
45,10.0263,5.36857,57,57,4.9073
47,0.594769,1.20769,59,59,3.65374
47,10.065,0.665229,59,59,2.78137
41,7.51311,9.94272,52,52,3.77053
45,3.57947,9.96701,57,57,5.06353
31,5.43983,3.4338,39,39,4.5107
47,6.03761,7.14268,59,59,2.91185
33,7.31453,5.81893,42,42,4.20468
36,1.28512,5.68777,45,45,6.53715
36,5.68864,5.979,45,45,4.44248
42,15.9806,4.6096,53,53,4.38198
50,6.94713,6.33791,63,63,3.51083
40,5.1289,1.51451,50,50,5.63139
45,12.1092,4.08738,57,57,4.61232
40,16.8863,1.00376,50,50,5.23983
32,11.9301,4.11174,40,40,3.81942
37,2.66809,4.68393,47,47,3.73975
50,2.95441,1.38643,63,63,3.19915
30,9.16171,1.31684,38,38,6.87958
36,11.1079,0.290801,45,45,4.71293
34,5.7165,9.4407,43,43,3.38581
45,14.9869,3.54837,57,57,5.64401
45,17.3414,0.453658,57,57,5.67946
43,3.42793,4.42321,54,54,3.30969
48,12.9326,8.58289,61,61,3.87261
33,17.435,1.70985,42,42,4.23717
43,7.93894,7.99104,54,54,2.63817
49,7.24394,5.08014,62,62,2.88648
50,13.7447,1.90225,63,63,3.48346
48,6.3704,4.81968,61,61,4.71945
41,4.3919,7.312,52,52,3.82885
45,3.07228,9.59451,57,57,5.66145
36,0.611121,8.3367,45,45,6.30691
30,0.413331,9.40752,38,38,5.70787
41,16.4847,5.32284,52,52,4.04707
50,5.41212,3.98559,63,63,4.02531
41,6.61282,3.35768,52,52,3.83859
46,19.2119,7.97536,58,58,2.43849
30,2.33182,8.70284,38,38,5.07186
37,19.3732,3.91556,47,47,3.2175
32,0.482683,6.12559,40,40,5.04899
48,18.1832,8.94706,61,61,5.34156
47,3.90458,9.46427,59,59,3.4596
38,12.5368,5.00901,48,48,4.54241
50,6.98785,2.86921,63,63,2.91798
45,7.09171,6.18622,57,57,5.73984
44,15.4992,0.971008,56,56,2.95148
39,2.89565,3.67169,49,49,3.88235
45,1.72154,3.56398,57,57,5.22568
49,9.91798,4.72246,62,62,3.08391
37,9.78044,7.68073,47,47,4.43202
31,17.3505,2.32068,39,39,3.98398
31,7.40233,1.31556,39,39,4.5261
33,18.4418,5.39503,42,42,3.91306
42,17.219,7.63591,53,53,3.60921
49,8.12038,6.38145,62,62,2.68365
40,13.1726,4.3111,50,50,4.78725
33,7.46209,9.39579,42,42,4.50867
38,5.55239,2.38333,48,48,4.22105
47,19.6995,8.78982,59,59,3.50236
31,9.47327,4.3764,39,39,1.95007
39,3.46633,3.96854,49,49,3.46655
43,7.19473,4.93156,54,54,3.28722
38,8.3282,9.15492,48,48,4.08698
39,1.75153,5.62872,49,49,3.64773
31,10.8768,8.80964,39,39,4.18116
50,3.09669,7.78835,63,63,2.73957
43,14.8379,2.48942,54,54,3.52896
39,13.9857,3.09438,49,49,4.21208
34,12.7643,6.82177,43,43,3.47772
30,6.06005,5.23007,38,38,6.53674
49,13.5543,7.47899,62,62,3.07621
35,11.7063,8.34621,44,44,3.269
48,11.1349,8.86512,61,61,4.75362
44,6.19582,9.45599,56,56,3.29479
48,13.0325,2.82847,61,61,4.51576
38,13.8876,8.12954,48,48,4.68525
35,16.7466,7.30546,44,44,3.80815
41,1.06827,8.36555,52,52,3.66725
40,15.627,1.87275,50,50,5.51049
50,13.4768,5.33407,63,63,4.00565
37,4.1594,2.46925,47129,46059,167.505
22,4.088,4.93464,28023,28000,23.3607
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
85,18.8233,6.42927,108271,10296,143.626
88,7.29606,8.82712,112092,104496,884.874
100,10.3025,6.6756,127377,107234,1048.35
91,6.72242,1.73748,115914,102992,1109.1
90,6.83177,0.443461,114640,103848,1109.41
84,11.4276,6.11419,106997,100296,1070.83
37,15.7855,5.88191,47,47,4.49801
32,11.2547,3.19913,40,40,4.95196
43,8.78524,4.12349,54,54,3.43169
31,12.4848,8.27029,39,39,3.03914
45,11.1162,5.96823,57,57,2.71412
44,10.7238,2.21735,56,56,3.2062
41,15.6938,4.95694,52,52,2.62326
40,3.03445,3.13961,50,50,4.72626
31,11.2497,2.46564,39,39,3.05364
40,9.42348,6.88606,50,50,4.45245
35,13.6176,6.53985,44,44,5.58575
40,9.32797,1.38816,50,50,4.5806
38,19.9189,9.24501,48,48,4.93856
47,4.31302,2.59301,59,59,3.47784
45,1.3071,4.39383,57,57,3.46261
38,14.7656,2.65618,48,48,5.38194
41,8.17018,7.09683,52,52,3.00527
49,0.00873,8.20596,62,62,2.71634
34,9.35048,5.70687,43,43,4.69913
36,6.70163,7.15807,45,45,4.84941
46,0.79292,8.27696,58,58,2.76209
39,13.42,7.55364,49,49,2.53675
45,10.0175,6.59027,57,57,2.9744
43,4.77255,3.28929,54,54,3.22646
31,7.25314,1.24509,39,39,3.73012
38,8.0501,9.52356,48,48,4.98209
35,9.75274,1.09187,44,44,5.1776
46,15.0467,0.917032,58,58,1.96553
38,7.58482,4.63867,48,48,5.35182
40,14.6408,9.47943,50,50,5.51741
35,15.9295,5.11722,44,44,5.05691
37,6.8385,2.01935,47,47,3.89684
36,16.1455,2.11654,45,45,5.10762
37,15.8485,8.00503,47,47,4.43875
47,9.24,2.14895,59,59,3.03336
32,16.8908,2.91191,40,40,5.66271
50,10.6059,8.51522,63,63,1.92009
44,5.54895,1.75577,56,56,2.50665
45,14.8105,0.387734,57,57,3.95706
35,7.62197,5.9209,44,44,4.32102
30,13.3159,8.0645,38,38,5.01785
43,9.78864,0.604877,54,54,3.74288
33,4.57057,5.89764,42,42,3.44821
47,17.2435,8.1105,59,59,2.83357
49,9.91344,2.27978,62,62,2.12134
33,10.5852,7.3214,42,42,3.30549
35,9.65851,6.7735,44,44,5.37701
50,4.99298,2.53635,63,63,1.50367
34,15.1605,6.4262,43,43,4.15968
38,19.1893,3.08267,48,48,4.41522
37,10.763,2.79269,47,47,4.51102
38,14.1481,4.44892,48,48,4.97422
38,13.8844,2.54335,48,48,4.4717
38,1.97955,7.09707,48,48,5.07966
36,0.549566,8.64742,45,45,4.56649
38,2.15036,1.14356,48,48,5.45259
38,5.61587,0.63383,48,48,4.52148
30,16.4423,1.60375,38,38,5.19417
32,12.4976,8.55412,40,40,4.96133
46,7.31021,8.16742,58,58,2.32132
47,10.9109,8.5961,59,59,2.63327
39,18.5395,9.28573,49,49,3.31251
47,3.38245,0.0119559,59,59,3.23163
50,15.9838,3.82562,63,63,2.23104
37,9.45561,4.91494,47,47,3.86733
42,0.665632,1.29466,53,53,4.10307
35,17.1942,8.22893,44,44,4.90155
37,15.6287,4.75198,47,47,3.80088
49,19.8906,9.62996,62,62,2.35779
40,6.37392,6.90759,50,50,4.68938
45,16.4674,3.09422,57,57,3.13973
31,9.8698,8.42075,39,39,3.87854
34,4.5891,0.526745,43,43,4.3454
46,2.95857,3.51452,58,58,3.45202
35,17.4938,8.5086,44,44,5.03925
43,17.5636,9.08142,54,54,3.4536
48,16.6161,2.52766,61,61,3.5492
48,14.0699,6.51108,61,61,2.83719
32,12.9327,8.38641,40,40,5.0497
39,5.9644,9.16851,49,49,3.07416
42,4.62181,5.29133,53,53,4.49281
41,2.92624,9.90875,52,52,3.05832
40,17.7709,2.20656,50,50,5.17594
42,9.002,0.83827,53,53,3.88739
32,7.83558,5.07953,40,40,4.55665
36,17.4623,3.71778,45,45,4.47049
34,19.7838,6.65256,43,43,4.05434
43,18.6476,0.792485,54,54,2.70701
42,17.0191,5.76238,53,53,3.7526
44,1.4134,0.306781,56,56,3.12804
34,4.73904,6.63862,43,43,4.19303
37,2.27507,7.79498,47,47,4.18479
47,1.51322,1.82018,59,59,2.71108
42,1.59446,5.94128,53,53,3.9608
47,10.71,7.10463,59,59,3.12415
34,18.5169,4.17273,43,43,4.56023
37,2.32883,9.74058,47,47,4.59248
31,14.7576,4.4874,39,39,3.61841
43,14.1693,9.16368,54,54,3.74046
43,11.3023,7.11208,54,54,3.58569
36,5.54593,9.95896,45855,45841,1.5916
36,18.784,3.24614,45855,45820,1.6201
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
81,18.5291,3.03656,103176,102644,104.241
80,14.1201,6.03393,101902,100570,147.288
90,12.8782,0.844496,114640,113043,233.322
99,8.403,4.67184,126104,123830,241.1
97,3.53968,5.55427,123556,39641,857.628
80,14.2846,5.1427,101902,0,-nan
33,4.7319,2.35239,42,42,4.04259
43,19.0683,6.49892,54,54,3.66835
31,15.9815,0.154364,39,39,3.28812
31,0.605989,2.83783,39,39,4.25906
34,18.8953,2.46028,43,43,3.82396
42,18.4048,5.2717,53,53,4.68085
33,14.6172,1.19618,42,42,4.68566
32,8.79296,6.42452,40,40,3.88434
37,9.06214,5.58204,47,47,3.60835
42,1.77935,8.60757,53,53,3.97062
31,7.02191,3.17483,39,39,3.27192
32,11.6599,9.23521,40,40,4.5166
35,14.8986,9.05629,44,44,4.73835
35,0.391275,0.741262,44,44,5.62544
38,11.6339,0.492243,48,48,2.94055
30,13.4571,3.32021,38,38,6.79897
34,5.21267,8.87105,43,43,4.53785
49,5.01094,0.257464,62,62,3.15413
30,6.68808,9.63358,38,38,7.06243
48,3.37702,8.94758,61,61,3.4564
45,0.991176,5.34618,57,57,4.66926
31,16.775,4.442,39,39,3.6262
49,12.5219,3.23788,62,62,3.1501
41,5.96574,6.61162,52,52,2.60298
32,9.06634,9.05632,40,40,4.28105
30,10.0626,1.90443,38,38,6.09274
36,12.191,6.36486,45,45,5.07596
34,8.80843,6.14629,43,43,4.44842
40,9.481,3.29834,50,50,4.59175
37,13.3009,4.34926,47,47,3.70667
42,4.91182,3.89647,53,53,3.65849
33,8.5481,2.52419,42,42,4.06079
48,0.181875,0.145649,61,61,3.35031
33,14.8106,5.00625,42,42,4.09663
41,6.55003,0.186162,52,52,2.18718
48,11.1134,1.13988,61,61,2.8914
50,18.2574,5.64406,63,63,2.65492
37,1.93618,2.19475,47,47,3.282
34,18.5131,0.484668,43,43,3.50769
37,9.52743,2.40116,47,47,3.05767
35,11.6449,2.58062,44,44,4.92917
41,2.23574,0.756097,52,52,2.19533
45,5.71321,7.372,57,57,4.19943
46,1.55429,7.63811,58,58,2.60185
43,2.39175,2.84971,54,54,3.72867
45,13.2315,6.65176,57,57,4.7019
42,12.0731,8.46686,53,53,4.49834
50,16.2412,3.17045,63,63,2.40656
40,3.9507,8.03278,50,50,6.05691
35,13.9865,8.85333,44,44,5.53294
49,18.4537,5.99083,62,62,3.06966
40,7.68513,0.561136,50,50,4.94802
45,7.35552,5.67917,57,57,4.52585
34,7.47449,8.87136,43,43,4.6873
43,15.6869,3.3093,54,54,3.41335
35,17.688,8.92949,44,44,5.63734
30,12.0198,3.29225,38,38,6.22274
31,10.5529,4.50472,39,39,3.73529
49,5.62192,3.19262,62,62,3.24105
40,14.1377,0.209307,50,50,4.99715
46,3.63866,8.24514,58,58,2.84766
31,13.1743,9.10713,39,39,3.9822
36,14.228,5.01496,45,45,4.32604
50,4.97968,4.78202,63,63,3.18426
49,11.8195,3.64366,62,62,2.99099
40,5.83196,1.61831,50,50,5.58291
31,11.4927,2.78616,39,39,3.61838
49,9.53589,5.93997,62,62,2.48344
48,9.8633,4.53741,61,61,3.46678
42,2.9674,6.1345,53,53,4.66355
38,15.5841,3.86776,48,48,3.09246
32,12.3373,5.52593,40,40,3.84483
35,10.7364,5.65841,44,44,5.05817
50,8.69819,9.39319,63,63,1.9538
42,6.86724,0.635697,53,53,4.56274
47,1.95443,3.85178,59,59,2.98491
43,5.77001,5.65959,54,54,2.83248
37,2.58731,0.638871,47,47,3.62799
38,6.1659,7.98305,48,48,3.38214
47,2.45542,3.96062,59,59,2.87312
45,5.77718,6.61418,57,57,4.28479
39,18.6578,4.88588,49,49,3.64972
43,7.21363,5.2582,54,54,2.73791
45,16.2525,6.04782,57,57,4.01931
33,4.7945,1.34943,42,42,4.54804
43,11.8278,9.64721,54,54,3.18694
45,4.72965,0.815704,57,57,4.66231
46,3.30949,8.49059,58,58,2.67093
30,1.27388,4.70294,38,38,5.86632
37,16.7668,5.38349,47,47,4.2233
40,15.9238,5.7983,50,50,5.6255
39,12.8439,7.2437,49,49,3.30474
47,11.8916,4.77523,59,59,2.26425
40,16.9931,2.42657,50,50,5.98285
46,8.38752,1.38079,58,58,2.8183
30,3.14605,0.21593,38,38,5.8806
39,7.91104,2.1757,49,49,3.47782
42,8.44701,0.609246,53,53,5.5032
47,12.7116,6.45456,59,59,2.00344
36,9.12788,8.89009,45,45,4.12711
35,6.93236,7.44873,44582,44580,1.39135
30,13.48,1.55768,38213,38186,1.36927
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,161,20
98,18.2348,9.6439,124830,96015,1408.93
93,0.944095,3.24068,118461,93744,1325.41
100,15.4538,5.0134,127377,100180,1273.07
86,10.0836,7.60619,109545,46107,483.287
84,0.247598,0.665139,106997,94595,1328.67
97,17.1414,4.17126,123556,98985,1299.4
30,13.6783,8.82286,38,38,6.18825
33,6.88199,9.7987,42,42,4.1231
39,3.17786,6.18518,49,49,4.04079
32,8.72721,7.40543,40,40,6.52823
43,6.67432,8.95232,54,54,3.04266
40,6.08571,8.32599,50,50,5.53147
46,13.5406,7.43541,58,58,3.63859
45,14.5516,9.70944,57,57,5.64703
43,6.87455,8.69843,54,54,3.84947
45,14.1352,0.329086,57,57,5.10207
48,0.426358,9.80977,61,61,5.22594
45,13.9918,7.08225,57,57,4.4616
32,9.87836,8.86751,40,40,6.23139
45,16.4695,8.88951,57,57,5.64335
32,1.9606,6.59071,40,40,6.20822
42,12.1484,3.98424,53,53,4.29545
47,2.25517,0.645266,59,59,2.59399
48,10.013,2.30897,61,61,4.94734
47,4.02578,3.56028,59,59,3.13804
40,0.0523992,0.737134,50,50,5.07527
44,1.18943,2.41539,56,56,4.26332
44,0.129913,1.33041,56,56,4.39326
32,15.0262,9.88543,40,40,6.22979
39,7.15883,9.93396,49,49,3.94182
32,10.8797,6.86761,40,40,5.89846
43,12.0751,4.28536,54,54,3.65522
37,14.6291,1.6378,47,47,2.84411
43,2.57014,1.37549,54,54,3.63743
42,11.3772,1.958,53,53,4.21328
34,11.961,9.21914,43,43,2.56206
49,13.8942,2.67577,62,62,2.23005
30,10.2577,3.02903,38,38,6.05053
39,4.21823,8.17476,49,49,3.47892
30,13.7727,2.00752,38,38,6.34843
35,3.86005,8.22343,44,44,3.59337
44,5.33618,9.36786,56,56,3.98898
50,5.90882,2.77285,63,63,4.15481
31,18.3233,2.63368,39,39,2.82109
43,2.21565,0.581601,54,54,2.7461
38,11.4329,8.88135,48,48,3.63638
40,9.97387,7.09675,50,50,6.40749
39,14.6828,0.907316,49,49,4.09313
35,6.85575,8.84643,44,44,3.92716
45,5.86517,7.16572,57,57,4.27044
37,14.8701,3.41964,47,47,3.27703
35,15.8778,5.98207,44,44,4.50858
48,14.4878,0.160278,61,61,4.42264
