scenarios,1
seeds per scenario,20
notes,wifin_naive. 2-100-6
arg_list[0],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 1, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 2, 'band': 'AX_5', 'nStaC': 6, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-04-17_16:07:20.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
arg_list[9],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 10, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 2, 'band': 'AX_5', 'nStaC': 6, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-04-17_16:07:20.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
35,7.68513,0.561136,44,44,5.30991
30,7.35552,5.67917,38,38,6.3862
31,7.47449,8.87136,39,39,4.50708
49,15.6869,3.3093,62,62,2.8963
40,17.688,8.92949,50,50,5.12718
46,12.0198,3.29225,58,58,3.14597
31,10.5529,4.50472,39,39,3.58286
36,5.62192,3.19262,45,45,3.84645
50,14.1377,0.209307,63,63,3.57223
49,3.63866,8.24514,62,62,3.55209
40,13.1743,9.10713,50,50,5.7021
31,14.228,5.01496,39,39,4.61456
49,4.97968,4.78202,62,62,2.61106
48,11.8195,3.64366,61,61,3.229
42,5.83196,1.61831,53,53,4.54361
38,11.4927,2.78616,48,48,3.34629
32,9.53589,5.93997,40,40,3.47241
35,9.8633,4.53741,44,44,4.85211
50,2.9674,6.1345,63,63,2.96311
42,15.5841,3.86776,53,53,4.34402
47,12.3373,5.52593,59,59,2.43428
43,10.7364,5.65841,54,54,3.19202
37,8.69819,9.39319,47,47,3.33101
38,6.86724,0.635697,48,48,3.22323
47,1.95443,3.85178,59,59,2.57502
45,5.77001,5.65959,57,57,4.3757
39,2.58731,0.638871,49,49,3.06271
43,6.1659,7.98305,54,54,3.19446
45,2.45542,3.96062,57,57,4.34546
33,5.77718,6.61418,42,42,4.38658
43,18.6578,4.88588,54,54,2.66555
45,7.21363,5.2582,57,57,4.07553
46,16.2525,6.04782,58,58,3.02505
30,4.7945,1.34943,38,38,5.79369
37,11.8278,9.64721,47,47,3.73189
40,4.72965,0.815704,50,50,5.14458
39,3.30949,8.49059,49,49,2.93585
47,1.27388,4.70294,59,59,2.82619
40,16.7668,5.38349,50,50,5.18514
46,15.9238,5.7983,58,58,1.85145
30,12.8439,7.2437,38,38,6.55045
39,11.8916,4.77523,49,49,3.51982
42,16.9931,2.42657,53,53,3.99823
47,8.38752,1.38079,59,59,2.26695
36,3.14605,0.21593,45,45,4.13202
35,7.91104,2.1757,44582,44556,15.854
30,8.44701,0.609246,38213,38168,23.1271
23,12.7116,6.45456,29296,29268,12.0688
29,9.12788,8.89009,36939,36928,24.6232
28,6.93236,7.44873,35665,35664,15.6149
20,13.48,1.55768,25475,25417,14.3823
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
98,18.2348,9.6439,124830,124768,2.63309
93,0.944095,3.24068,118461,118394,2.61611
30,15.4538,5.0134,38,38,5.57924
33,10.0836,7.60619,42,42,3.42208
39,0.247598,0.665139,49,49,3.44848
32,17.1414,4.17126,40,40,6.2592
43,13.6783,8.82286,54,54,3.74677
40,6.88199,9.7987,50,50,6.35516
46,3.17786,6.18518,58,58,3.32884
45,8.72721,7.40543,57,57,4.55107
43,6.67432,8.95232,54,54,3.83903
45,6.08571,8.32599,57,57,4.57905
48,13.5406,7.43541,61,61,4.5174
45,14.5516,9.70944,57,57,4.66762
32,6.87455,8.69843,40,40,6.05372
45,14.1352,0.329086,57,57,5.20203
32,0.426358,9.80977,40,40,5.7392
42,13.9918,7.08225,53,53,3.66958
47,9.87836,8.86751,59,59,2.6865
48,16.4695,8.88951,61,61,5.12368
47,1.9606,6.59071,59,59,2.42401
40,12.1484,3.98424,50,50,5.50034
44,2.25517,0.645266,56,56,4.26349
44,10.013,2.30897,56,56,4.05937
32,4.02578,3.56028,40,40,6.74869
39,0.0523992,0.737134,49,49,3.52627
32,1.18943,2.41539,40,40,6.38557
43,0.129913,1.33041,54,54,2.93538
37,15.0262,9.88543,47,47,3.60819
43,7.15883,9.93396,54,54,3.81388
42,10.8797,6.86761,53,53,4.0201
34,12.0751,4.28536,43,43,3.66936
49,14.6291,1.6378,62,62,2.60214
30,2.57014,1.37549,38,38,7.02426
39,11.3772,1.958,49,49,2.79877
30,11.961,9.21914,38,38,6.42454
35,13.8942,2.67577,44,44,4.51387
44,10.2577,3.02903,56,56,4.099
50,4.21823,8.17476,63,63,3.10904
31,13.7727,2.00752,39,39,3.00238
43,3.86005,8.22343,54,54,2.85997
38,5.33618,9.36786,48,48,4.00344
40,5.90882,2.77285,50,50,4.80954
39,18.3233,2.63368,49,49,4.09673
35,2.21565,0.581601,44,44,4.18192
45,11.4329,8.88135,57,57,4.53383
37,9.97387,7.09675,47,47,2.59298
35,14.6828,0.907316,44,44,4.27868
48,6.85575,8.84643,61,61,4.79547
50,5.86517,7.16572,63,63,3.58979
46,14.8701,3.41964,58,58,4.01455
32,15.8778,5.98207,40,40,6.47574
40,14.4878,0.160278,50,50,6.17272
42,7.48936,3.8045,53,53,4.04062
31,12.7408,9.6393,39,39,3.68838
31,8.78381,4.624,39,39,3.20135
50,6.14445,9.18901,63,63,3.06129
32,1.22214,6.67335,40,40,5.5606
42,0.826556,8.81499,53,53,4.53929
31,12.9693,0.645637,39,39,2.83406
44,10.8242,7.97112,56,56,4.51547
34,13.2255,6.71536,43,43,3.53708
45,18.4238,5.95072,57,57,4.47944
44,4.66353,7.40563,56,56,5.00346
46,18.7463,7.83112,58,58,5.12742
50,0.96526,2.25114,63,63,3.90224
40,16.3664,7.89413,50,50,6.0041
38,7.80915,8.92854,48,48,3.53234
49,5.07363,0.0179603,62,62,2.62665
40,13.9756,5.73843,50,50,5.4634
48,14.1833,2.37239,61,61,4.87412
45,10.9984,1.94196,57,57,5.3483
32,5.7912,7.34339,40,40,6.75437
32,3.44296,7.12797,40,40,6.29452
36,19.836,9.44492,45,45,4.73239
33,19.5609,5.36141,42,42,4.14956
48,14.701,4.6413,61,61,4.49657
50,14.8047,2.63112,63,63,3.02007
37,16.8837,0.790065,47,47,3.21803
46,14.4378,5.27181,58,58,4.29418
44,16.2408,2.76285,56,56,4.25443
33,6.34527,8.62215,42,42,4.0772
49,14.9241,8.79152,62,62,2.44127
36,11.1048,4.76661,45,45,4.30672
46,19.3991,7.57964,58,58,3.51157
48,18.9465,8.75279,61,61,5.16636
33,6.93266,7.93702,42,42,3.80158
50,14.3894,9.86307,63,63,3.77971
36,16.6563,8.30984,45,45,5.1464
49,3.50295,1.25743,62,62,2.30131
38,1.75342,7.61927,48,48,3.3281
30,6.19338,5.57664,38,38,6.3351
47,9.67564,4.97884,59,59,2.38707
41,7.97136,6.1887,52,52,2.90167
46,5.52866,3.64354,58,58,3.95613
38,12.1201,0.460145,48,48,3.43639
46,7.10856,4.95792,58,58,3.20207
47,3.41255,6.69241,59,59,2.57347
41,2.26978,7.73024,52,52,2.91308
32,12.3916,8.91192,40,40,5.23671
50,6.06494,5.65694,63,63,3.28255
50,7.7753,6.25907,63,63,3.53653
33,13.4932,4.61088,42034,41982,8.95994
24,2.13644,6.7311,30570,30554,13.3326
20,11.2539,3.7455,25475,25472,27.7275
31,6.9534,0.668092,39487,39440,10.0973
29,8.31879,4.93845,36939,36898,18.4229
29,8.17599,9.86923,36939,36885,14.3975
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
95,17.9406,6.25119,121009,120991,2.25369
85,7.76811,0.447435,108271,108207,2.31191
47,18.0294,9.18229,59,59,4.33778
44,11.7643,0.540551,56,56,3.04114
48,16.9556,5.776,61,61,3.96308
32,19.9983,3.19976,40,40,4.38551
31,2.62461,5.29334,39,39,4.36847
38,14.6957,3.09843,48,48,3.49848
38,10.3741,2.21606,48,48,2.92485
37,16.8483,1.97298,47,47,2.83868
49,14.4534,5.44437,62,62,1.80672
47,13.7666,1.38034,59,59,3.78793
45,12.464,3.67465,57,0,-nan
37,0.310184,2.9943,47,47,2.43963
50,4.68696,1.81483,63,63,3.42161
33,6.49109,2.0506,42,42,3.44565
46,13.8307,6.4447,58,58,2.47217
34,16.3238,4.92929,43,43,4.37975
40,4.85804,8.67879,50,50,3.96899
48,12.5478,7.03777,61,61,4.41618
43,12.2874,2.68913,54,54,3.09426
31,10.8398,4.64827,39,39,3.84136
43,19.2978,2.41949,54,54,4.08807
36,15.0153,4.36047,45,45,5.29674
36,1.36337,7.48699,45,45,3.86754
37,16.7278,2.52664,47,47,3.52427
33,1.38769,9.48466,42,42,3.14525
34,3.48493,8.21882,43,43,4.48092
38,17.5306,6.53299,48,48,2.66496
32,8.35192,3.25624,40,40,5.4737
45,12.693,4.67884,57,57,4.10683
32,14.0876,6.66623,40,40,5.02755
35,17.0673,6.91079,44,44,3.56073
47,16.3317,6.60475,59,59,4.74032
30,13.2734,0.617671,38,38,5.61251
47,10.6212,4.08897,59,59,2.33058
50,2.8765,1.45508,63,63,2.70525
39,11.9673,3.53386,49,49,1.76139
50,8.25458,6.20387,63,63,2.7443
45,12.7348,9.00874,57,57,3.63085
31,1.17008,6.26064,39,39,5.0303
40,19.5588,7.59583,50,50,4.00486
46,13.5603,9.90164,58,58,2.38942
37,14.7105,3.07261,47,47,3.05428
47,5.91824,0.678535,59,59,3.84049
44,13.3384,5.36161,56,56,4.03065
31,8.30274,1.61287,39,39,5.1227
47,7.12996,1.05854,59,59,3.61826
34,7.99839,0.320796,43,43,3.34322
50,10.1761,6.69338,63,63,2.3827
32,7.34837,3.98957,40,40,5.11819
50,18.524,5.31244,63,63,2.86356
31,16.9023,1.85364,39,39,4.89504
44,18.7376,4.4386,56,56,4.12628
38,1.5309,1.24587,48,48,3.24149
49,3.58118,0.394669,62,62,1.86284
36,13.8352,2.3872,45,45,5.43875
49,14.7591,2.78557,62,62,2.40399
34,14.2977,1.95087,43,43,3.86278
31,18.4643,2.41987,39,39,3.61515
40,5.96158,2.63295,50,50,4.44561
48,8.76317,4.50124,61,61,3.86166
44,4.8278,8.60914,56,56,3.99043
36,18.7741,0.306597,45,45,4.38104
35,11.8708,2.46968,44,44,2.7277
50,7.79279,4.29297,63,63,3.35495
31,9.09408,7.54316,39,39,3.71551
36,2.44404,8.74994,45,45,5.01481
45,15.9192,5.02091,57,57,4.11669
32,2.97151,6.69478,40,40,5.04596
47,16.5472,1.10116,59,59,3.98968
47,16.1647,2.26561,59,59,4.54521
46,0.0897159,1.90062,58,58,2.44743
33,17.3501,8.31596,42,42,3.68774
38,9.80862,4.35237,48,48,1.62167
37,16.1544,4.58826,47,47,3.39581
34,13.8178,5.41489,43,43,4.09033
33,17.2721,9.73625,42,42,3.05531
31,3.03093,5.92173,39,39,3.91555
35,0.177418,1.15043,44,44,3.38574
50,5.61419,4.89,63,63,2.42891
41,10.7362,3.39252,52,52,1.63791
31,4.07804,1.9234,39,39,5.03323
34,19.6222,8.89441,43,43,4.43247
48,12.6323,7.17623,61,61,3.34486
30,15.4376,3.54491,38,38,4.86949
34,8.08803,9.25981,43,43,3.74361
36,10.121,4.84026,45,45,4.63687
47,6.09906,1.36147,59,59,4.00859
32,10.7534,6.46699,40,40,5.6261
47,18.7122,3.88917,59,59,3.97169
44,0.558947,1.50607,56,56,3.96761
32,14.6215,9.14199,40,40,4.7616
43,12.6332,3.88681,54,54,3.41241
45,9.78343,2.58415,57,57,2.85269
36,7.47346,5.53685,45,45,4.61037
45,18.2933,4.11755,57,57,3.42323
43,13.9813,6.14118,54,54,3.67814
43,12.6481,0.685297,54,54,2.91629
43,7.79027,5.39721,54,54,3.38798
32,3.74246,9.93305,40,40,5.32822
43,12.4044,2.30227,54,54,3.27742
32,19.0755,7.046,40760,40732,6.15582
38,15.8259,2.85294,48403,48401,3.25076
37,9.79621,1.03643,47129,47089,5.83095
33,4.77901,2.44615,42034,41995,4.42593
31,9.70533,2.42816,39487,0,-nan
37,2.87199,8.18073,47129,0,-nan
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
91,17.6464,2.85849,115914,115823,2.43503
97,14.5921,7.65424,123556,123547,2.50573
44,0.605057,3.35119,56,56,4.96113
34,13.4448,3.47491,43,43,4.43058
36,13.6635,0.88687,45,45,5.46269
32,2.85521,2.22832,40,40,3.5901
40,11.571,1.76382,50,50,5.79456
37,2.5094,6.39821,47,47,3.24786
31,17.5705,8.24693,39,39,2.9776
50,4.96954,6.54057,63,63,3.47638
33,2.23243,1.93642,42,42,4.2389
50,1.44758,4.43464,63,63,3.31997
41,11.3874,9.91388,52,52,3.47342
50,6.0688,6.27922,63,63,3.31248
47,2.49937,4.93123,59,59,2.77635
43,18.847,3.77212,54,54,3.64428
39,7.23514,3.07969,49,49,4.29838
46,18.6558,2.77628,58,58,3.18331
32,19.8377,8.49002,40,40,4.40166
47,8.62604,5.18602,59,59,3.16971
39,2.6141,8.7876,49,49,3.92179
43,9.53127,5.31231,54,54,3.44322
42,16.3403,4.19365,53,53,3.15786
49,0.0173546,6.41192,62,62,1.49405
40,18.701,1.41369,50,50,5.21095
35,13.4032,4.31614,44,44,5.69949
33,1.58584,6.55387,42,42,4.71198
47,6.83985,5.10722,59,59,3.42858
40,0.0348574,3.18054,50,50,4.98882
41,9.54511,6.57858,52,52,3.95526
47,14.5062,2.49013,59,59,3.29009
50,16.1002,9.04711,63,63,3.00076
41,19.5054,2.18373,52,52,3.47772
44,10.0934,1.83401,56,56,5.58491
42,15.1695,9.27734,53,53,3.83803
44,9.28143,8.95886,56,56,6.1899
44,11.8588,0.234383,56,56,5.60536
34,13.6769,4.0387,43,43,4.92388
50,12.2909,4.23303,63,63,3.23239
38,11.6969,6.01001,48,48,2.78457
40,18.48,4.2979,50,50,5.06086
41,13.7815,5.82381,52,52,3.92896
30,1.21172,7.03044,38,38,4.69415
35,11.0978,3.51154,44,44,4.98197
37,9.62083,0.775469,47,47,3.56407
44,15.2438,1.84181,56,56,6.07454
47,6.63172,6.12894,59,59,3.8105
37,19.5772,1.20975,47,47,3.89178
40,9.14103,1.79522,50,50,5.55907
50,14.4869,6.221,63,63,3.57273
38,19.8268,4.5595,48,48,4.40766
47,1.17032,4.64275,59,59,3.26347
44,19.3169,3.547,56,56,5.74624
47,9.98585,5.07265,59,59,3.39272
46,10.321,2.8524,58,58,3.01219
46,18.3784,6.16534,58,58,2.85261
43,1.526,5.58534,54,54,2.76257
46,8.29615,8.89779,58,58,2.99527
46,7.76874,5.08669,58,58,2.49446
31,3.9591,4.19415,39,39,2.81404
35,1.09903,7.29483,44,44,5.47048
42,4.30071,2.28711,53,53,3.49441
43,11.2317,1.26761,54,54,3.692
49,12.8846,3.20751,62,62,2.18008
44,4.99511,7.10818,56,56,4.89117
50,14.6204,6.33485,63,63,3.70887
44,1.82179,7.19215,56,56,5.35537
34,17.0788,8.5714,43,43,4.27763
41,6.7648,0.0239119,52,52,3.58051
44,11.9674,7.65118,56,56,6.97389
47,18.9111,9.82988,59,59,3.01871
50,1.33116,2.58927,63,63,3.21363
39,14.3882,6.45785,49,49,3.47882
33,11.2573,9.50395,42,42,4.54604
39,19.7813,9.25987,49,49,3.84169
41,12.7477,3.81517,52,52,4.3201
40,12.9346,6.18843,50,50,6.0179
36,19.7395,6.84144,45,45,5.01787
46,9.1782,1.05344,58,58,3.28018
45,5.91703,7.02905,57,57,3.76667
35,14.9876,7.01715,44,44,4.87961
49,15.1271,8.16283,62,62,2.26735
34,13.232,5.05533,43,43,4.1592
32,8.1397,3.02215,40,40,4.32094
30,5.86543,6.77282,38,38,5.45589
33,11.9287,8.33702,42,42,5.51584
35,9.24351,0.582659,44,44,5.25217
43,5.85247,9.81744,54,54,3.34769
38,15.5417,4.41311,48,48,4.52822
35,18.0039,1.67654,44,44,4.98841
34,15.6712,0.159014,43,43,4.86443
37,14.9245,7.43551,47,47,3.59967
38,19.5674,3.30513,48,48,4.28826
44,17.2952,1.58492,56,56,5.16958
44,14.0382,1.52471,56,56,5.74673
34,2.82681,0.613509,43,43,4.02018
44,9.47808,3.27723,56,56,6.02984
39,4.55003,5.5899,49,49,4.23209
45,3.02644,3.64035,57,57,3.40489
33,3.18891,1.88251,42,42,5.06694
36,1.41998,4.2092,45,45,5.48574
36,17.0337,8.34541,45,45,4.82847
31,4.65767,9.48112,39487,39425,13.4742
32,9.51518,8.97479,40760,40724,35.7356
34,8.33855,8.32731,43308,43243,11.8769
35,2.60453,4.22416,44582,44573,32.2228
32,11.0918,9.91793,40760,40712,15.7063
25,17.568,6.49227,31844,31806,15.6859
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
87,17.3522,9.46583,110818,110706,2.09408
89,1.41614,4.861,113366,113313,2.1226
40,3.18072,7.52009,50,50,5.86852
45,15.1254,6.40926,57,57,3.18476
44,10.3715,5.99773,56,56,4.7135
33,5.71206,1.25683,42,42,4.7283
50,0.517327,8.23429,63,63,3.8916
35,10.323,9.698,44,44,5.70439
44,4.76674,4.2778,56,56,4.08811
42,13.0908,1.10812,53,53,3.8773
39,10.0115,8.42846,49,49,3.63112
31,9.12851,7.48899,39,39,4.53908
37,10.3108,6.15312,47,47,3.58122
43,11.8273,9.56413,54,54,3.30438
44,0.311774,8.04763,56,56,4.31353
31,11.2028,5.49363,39,39,3.98413
33,0.639484,9.71463,42,42,5.38553
38,0.987716,0.623317,48,48,3.43085
46,14.8175,8.3013,58,58,2.77752
47,4.70429,3.33422,59,59,2.83597
35,12.9409,4.88602,44,44,4.97842
34,8.2226,5.97639,43,43,3.71685
41,13.3827,5.96787,52,52,3.97502
41,5.01956,8.46342,52,52,3.93951
44,16.0386,5.3404,56,56,4.85913
33,10.0785,6.10565,42,42,5.545
34,1.7841,3.62308,43,43,3.20637
39,10.1949,1.99558,49,49,3.91953
41,2.53923,9.8281,52,52,3.77783
50,10.7382,9.90091,63,63,3.75209
49,16.3195,0.30136,62,62,3.2457
47,18.1127,1.42799,59,59,2.36655
48,1.94359,7.45673,61,61,3.25515
41,3.85515,7.06327,52,52,4.42406
33,17.0657,7.93701,42,42,5.11048
40,7.94152,3.82869,50,50,4.35497
37,0.841184,9.01364,47,47,3.81063
30,15.3866,4.54354,38,38,6.1294
50,16.3273,2.26214,63,63,4.53652
31,10.659,3.01122,39,39,3.16779
50,15.79,2.33511,63,63,4.47133
43,8.00417,4.05179,54,54,2.91588
35,8.86323,4.15928,44,44,5.2292
33,7.48502,3.95052,42,42,4.716
48,13.3234,0.872402,61,61,2.54785
43,17.1493,8.32206,54,0,-nan
41,4.9607,0.645068,52,52,3.3194
49,12.0243,1.36097,62,62,2.91958
47,10.2837,3.26959,59,59,2.94712
50,18.7977,5.74861,63,63,3.33981
44,12.3051,5.12943,56,56,3.88354
44,3.8166,3.97311,56,56,4.61078
35,1.7316,5.24036,44,44,5.22216
49,1.23404,5.70675,62,62,2.97638
32,19.1112,4.45897,40,40,4.28791
42,13.1757,1.936,53,53,3.12865
50,9.21673,8.78352,63,63,3.08631
43,1.83315,5.01,54,54,2.86445
38,1.23989,8.22252,48,48,3.41668
31,9.45404,5.96843,39,39,3.74339
31,16.2364,1.95666,39,39,3.75968
36,19.8384,0.0730432,45,45,3.78944
42,17.6357,3.92603,53,53,2.88588
41,6.99525,6.10847,52,52,3.68294
33,18.1195,1.74668,42,42,5.65958
50,1.44794,8.37668,63,63,4.69222
35,14.5495,6.84119,44,44,5.82012
32,11.7137,8.39281,40,40,4.47212
37,17.6103,5.02691,47,47,2.99415
35,0.963343,8.60759,44,44,5.68661
46,1.27502,8.55861,58,58,2.70347
31,6.49749,2.91292,39,39,3.58593
33,8.68675,1.01508,42,42,5.18739
34,5.1645,0.691949,43,43,3.90952
40,9.75384,4.16732,50,50,4.64537
45,9.34122,3.04208,57,57,3.30271
47,12.0515,6.96198,59,59,2.23516
39,2.20698,3.94663,49,49,3.55771
41,15.3254,6.1851,52,52,4.03675
34,11.6567,2.90766,43,43,3.66479
40,4.36105,9.14424,50,50,4.61694
35,19.5179,2.9332,44,44,6.52947
37,2.38607,8.18726,47,47,3.95188
50,16.6572,7.14995,63,63,3.23722
33,19.0986,6.36946,42,42,6.24114
36,8.41982,3.12914,45,45,3.46637
35,10.3989,1.9055,44,44,5.17967
50,1.58409,4.79463,63,63,4.15804
50,4.98449,7.46475,63,63,4.32325
38,5.25438,6.8861,48,48,3.90055
43,12.6301,6.42891,54,54,2.59897
30,9.29007,3.36494,38,38,5.45012
45,4.5134,7.46821,57,57,3.33575
46,1.9571,9.28302,58,58,2.37333
44,18.293,0.465316,56,56,4.64421
31,18.1802,5.69022,39,39,3.08932
43,0.662782,2.43686,54,54,2.91043
35,15.1188,5.03862,44,44,6.50241
47,13.4047,6.59536,59,59,2.75356
44,18.5874,8.36785,56,56,5.2464
39,19.0974,8.48536,49,49,3.87646
49,1.66295,4.38861,62,62,3.12738
30,10.2399,1.91629,38213,38186,35.1796
26,3.2046,5.09664,33118,33112,20.0635
30,6.88088,5.61825,38213,38195,18.7196
37,0.430042,6.00216,47129,47069,24.6522
34,12.4782,7.40764,43308,43266,35.2668
33,12.264,4.80382,42034,41894,38.7286
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
83,17.0581,6.07312,105723,105681,1.92074
81,8.24016,2.0678,103176,103143,1.71136
37,5.75627,1.68899,47,47,2.75923
35,16.806,9.34362,44,44,4.5185
32,7.07937,1.10855,40,40,4.20807
33,8.56902,0.285393,42,42,5.40616
38,9.46368,4.70477,48,48,3.61361
33,18.1367,2.99778,42,42,5.23556
36,11.963,0.308675,45,45,5.33169
34,1.21187,5.67567,43,43,4.65065
45,17.7905,4.92051,57,57,3.44872
34,16.8094,0.54334,43,43,4.19668
33,9.23427,2.39235,42,42,4.42071
35,17.5859,2.84899,44,44,3.98795
41,18.1242,1.16408,52,52,3.45819
41,3.55869,7.21514,52,52,3.22384
47,14.0438,6.34961,59,59,2.96738
30,3.31971,8.47036,38,38,5.72921
38,9.79717,8.11252,48,48,2.86058
47,0.782549,1.48247,59,59,3.19357
31,3.2676,0.984485,39,39,4.05018
46,6.91404,6.64042,58,58,0.924001
39,10.4252,7.74209,49,49,3.19431
33,10.0218,0.514927,42,42,4.43585
48,13.3762,9.2671,61,61,3.08145
31,6.75393,7.89515,39,39,2.88326
34,1.98235,0.692298,43,43,4.21103
30,13.5499,8.88399,38,38,6.50643
42,5.0436,6.4757,53,53,4.37463
38,11.9314,3.22325,48,48,3.52276
30,18.1327,8.11265,38,38,5.33679
45,0.12521,3.80886,57,57,3.89942
34,4.38181,2.72967,43,43,4.00577
37,17.6168,2.29253,47,47,2.69701
46,18.9619,6.59667,58,58,2.91879
37,6.60171,8.69852,47,47,3.24329
31,9.82353,7.79294,39,39,2.74202
46,17.0962,5.04838,58,58,2.16432
50,0.363644,0.291245,63,63,3.26721
45,9.62116,0.0124954,57,57,3.56107
38,13.1001,0.372324,48,48,3.13833
44,2.2269,2.27976,56,56,2.93373
41,16.5147,1.28807,52,52,3.53102
31,3.87226,4.38945,39,39,2.5063
39,17.026,0.969336,49,49,4.23457
42,19.0548,4.80226,53,53,3.8586
35,3.28968,5.16119,44,44,3.7579
39,4.47138,1.51219,49,49,3.11482
33,11.4263,4.74401,42,42,4.59193
50,3.10859,5.27622,63,63,2.72919
50,4.78339,5.69942,63,63,2.5584
41,6.46288,3.30347,52,52,2.5903
47,4.14618,6.93373,59,59,2.84084
30,12.4822,6.34085,38,38,7.83932
39,7.9013,6.0655,49,49,3.90565
39,7.97308,7.70667,49,49,4.13515
36,16.9074,1.98166,45,45,4.39962
40,15.3702,1.12222,50,50,4.30739
30,14.7109,1.35834,38,38,5.46113
32,14.9489,7.74266,40,40,3.30373
47,11.3737,6.61854,59,59,2.93657
50,15.3759,7.85892,63,63,3.03979
41,4.03962,6.5845,52,52,3.56819
33,1.10586,9.00939,42,42,5.45002
43,11.2438,6.38524,54,54,2.87657
50,8.27547,0.418561,63,63,3.80869
47,7.27721,6.49023,59,59,2.74707
30,6.34851,8.21421,38,38,4.53038
33,8.45597,0.0299162,42,42,6.014
47,9.95926,9.56399,59,59,2.76987
46,3.63893,7.28733,58,58,2.59741
34,11.6639,3.23657,43,43,3.11366
47,2.98526,5.57231,59,59,2.74189
34,19.0717,1.87994,43,43,4.48211
41,19.7265,9.07482,52,52,3.58448
49,5.9347,2.26894,62,62,0.802832
33,11.1683,7.73552,42,42,5.03589
43,4.67446,1.05181,54,54,3.19257
35,1.47264,1.31676,44,44,4.43259
44,17.3963,8.78633,56,56,2.45985
46,13.7345,1.27139,58,58,3.11402
43,3.90886,7.70356,54,54,2.71263
40,11.54,1.31919,50,50,3.87075
48,5.17463,1.27769,61,61,3.06075
35,12.3318,5.96605,44,44,3.93099
39,4.91084,7.92125,49,49,4.39415
36,11.5544,3.2283,45,45,3.59682
36,17.3156,9.77176,45,45,3.61449
40,14.4272,0.516392,50,50,4.187
42,12.5049,2.09565,53,53,4.14128
30,9.5889,2.69881,38,38,5.82584
44,3.65564,9.29437,56,56,3.38858
30,9.45929,1.63135,38,38,6.78787
48,6.61898,6.98113,61,61,3.47981
43,2.54776,9.40587,54,54,2.84105
50,13.5335,0.766926,63,63,3.36793
42,11.8476,1.59654,53,53,3.10132
31,5.68762,4.48734,39,39,2.96015
48,3.783,9.55042,61,61,3.61244
34,13.9861,4.85315,43,43,3.25182
43,16.7749,2.76152,54,54,2.80609
42,6.2921,0.431807,53,53,4.73188
29,15.8221,4.35141,36939,36859,22.902
20,16.894,1.21849,25475,25433,11.5362
27,5.4231,2.90913,34391,34353,22.6913
39,18.2557,7.78017,49677,49645,12.0357
36,13.8647,4.89741,45855,45850,13.6521
21,6.95999,3.11537,26749,26713,19.4085
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
83,17.0581,6.07312,105723,105681,1.92074
81,8.24016,2.0678,103176,103143,1.71136
37,5.75627,1.68899,47,47,2.75923
35,16.806,9.34362,44,44,4.5185
32,7.07937,1.10855,40,40,4.20807
33,8.56902,0.285393,42,42,5.40616
38,9.46368,4.70477,48,48,3.61361
33,18.1367,2.99778,42,42,5.23556
36,11.963,0.308675,45,45,5.33169
34,1.21187,5.67567,43,43,4.65065
45,17.7905,4.92051,57,57,3.44872
34,16.8094,0.54334,43,43,4.19668
33,9.23427,2.39235,42,42,4.42071
35,17.5859,2.84899,44,44,3.98795
41,18.1242,1.16408,52,52,3.45819
41,3.55869,7.21514,52,52,3.22384
47,14.0438,6.34961,59,59,2.96738
30,3.31971,8.47036,38,38,5.72921
38,9.79717,8.11252,48,48,2.86058
47,0.782549,1.48247,59,59,3.19357
31,3.2676,0.984485,39,39,4.05018
46,6.91404,6.64042,58,58,0.924001
39,10.4252,7.74209,49,49,3.19431
33,10.0218,0.514927,42,42,4.43585
48,13.3762,9.2671,61,61,3.08145
31,6.75393,7.89515,39,39,2.88326
34,1.98235,0.692298,43,43,4.21103
30,13.5499,8.88399,38,38,6.50643
