scenarios,1
seeds per scenario,20
notes,wifin_naive_mob. 4-100-4
arg_list[0],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 1, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 4, 'band': 'AX_5', 'nStaC': 4, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-05-27_15:36:28.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
arg_list[9],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 10, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 4, 'band': 'AX_5', 'nStaC': 4, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-05-27_15:36:28.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
37,15.627,1.87275,47129,46729,90.471
22,13.4768,5.33407,28023,27984,22.1661
30,4.1594,2.46925,38213,38182,15.4411
25,4.088,4.93464,31844,13926,67.7195
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
85,18.8233,6.42927,108271,108223,14.5594
88,7.29606,8.82712,112092,112030,41.1012
100,10.3025,6.6756,127377,127268,33.6281
91,6.72242,1.73748,115914,115831,17.6567
37,6.83177,0.443461,47,47,4.35329
32,11.4276,6.11419,40,40,5.15921
43,15.7855,5.88191,54,54,3.19567
31,11.2547,3.19913,39,39,3.742
45,8.78524,4.12349,57,57,3.53265
44,12.4848,8.27029,56,56,2.71711
41,11.1162,5.96823,52,52,3.21238
40,10.7238,2.21735,50,50,4.31323
31,15.6938,4.95694,39,39,3.99436
40,3.03445,3.13961,50,50,4.93665
35,11.2497,2.46564,44,44,4.63697
40,9.42348,6.88606,50,50,4.23728
38,13.6176,6.53985,48,48,5.28102
47,9.32797,1.38816,59,59,3.10151
45,19.9189,9.24501,57,57,3.86132
38,4.31302,2.59301,48,48,4.83928
41,1.3071,4.39383,52,52,3.11713
49,14.7656,2.65618,62,62,2.041
34,8.17018,7.09683,43,43,4.0024
36,0.00873,8.20596,45,45,5.56469
46,9.35048,5.70687,58,58,2.43307
39,6.70163,7.15807,49,49,2.53283
45,0.79292,8.27696,57,57,3.57753
43,13.42,7.55364,54,54,3.38613
31,10.0175,6.59027,39,39,4.22441
38,4.77255,3.28929,48,48,5.39612
35,7.25314,1.24509,44,44,4.83248
46,8.0501,9.52356,58,58,2.40904
38,9.75274,1.09187,48,48,4.53071
40,15.0467,0.917032,50,50,4.82772
35,7.58482,4.63867,44,44,5.96057
37,14.6408,9.47943,47,47,4.65621
36,15.9295,5.11722,45,45,4.42488
37,6.8385,2.01935,47,47,4.25417
47,16.1455,2.11654,59,59,3.14347
32,15.8485,8.00503,40,40,4.30734
50,9.24,2.14895,63,63,2.49139
44,16.8908,2.91191,56,56,2.55508
45,10.6059,8.51522,57,57,3.38232
35,5.54895,1.75577,44,44,5.41707
30,14.8105,0.387734,38,38,5.75912
43,7.62197,5.9209,54,54,2.64747
33,13.3159,8.0645,42,42,3.93418
47,9.78864,0.604877,59,59,2.91164
49,4.57057,5.89764,62,62,2.40854
33,17.2435,8.1105,42,42,3.54944
35,9.91344,2.27978,44,44,5.13859
50,10.5852,7.3214,63,63,1.53358
34,9.65851,6.7735,43,43,4.54341
38,4.99298,2.53635,48,48,5.29379
37,15.1605,6.4262,47,47,4.86292
38,19.1893,3.08267,48,48,5.83681
38,10.763,2.79269,48,48,4.76585
38,14.1481,4.44892,48,48,4.74274
36,13.8844,2.54335,45,45,4.55145
38,1.97955,7.09707,48,48,4.34478
38,0.549566,8.64742,48,48,4.95661
30,2.15036,1.14356,38,38,5.53597
32,5.61587,0.63383,40,40,3.74742
46,16.4423,1.60375,58,58,2.83934
47,12.4976,8.55412,59,59,2.92736
39,7.31021,8.16742,49,49,3.20216
47,10.9109,8.5961,59,59,2.89918
50,18.5395,9.28573,63,63,2.54319
37,3.38245,0.0119559,47,47,4.72784
42,15.9838,3.82562,53,53,4.46317
35,9.45561,4.91494,44,44,5.4376
37,0.665632,1.29466,47,47,3.78348
49,17.1942,8.22893,62,62,2.43918
40,15.6287,4.75198,50,50,4.63543
45,19.8906,9.62996,57,57,3.37591
31,6.37392,6.90759,39,39,3.9774
34,16.4674,3.09422,43,43,4.99033
46,9.8698,8.42075,58,58,2.2261
35,4.5891,0.526745,44,44,4.65788
43,2.95857,3.51452,54,54,3.81138
48,17.4938,8.5086,61,61,2.711
48,17.5636,9.08142,61,61,3.07725
32,16.6161,2.52766,40,40,5.03738
39,14.0699,6.51108,49,49,3.9176
42,12.9327,8.38641,53,53,3.99119
41,5.9644,9.16851,52,52,2.33426
40,4.62181,5.29133,50,50,4.62273
42,2.92624,9.90875,53,53,3.85137
32,17.7709,2.20656,40,40,4.07415
36,9.002,0.83827,45,45,4.2929
34,7.83558,5.07953,43,43,3.57141
43,17.4623,3.71778,54,54,2.85239
42,19.7838,6.65256,53,53,4.46875
44,18.6476,0.792485,56,56,3.58457
34,17.0191,5.76238,43,43,4.41207
37,1.4134,0.306781,47,47,4.32782
47,4.73904,6.63862,59,59,3.48225
42,2.27507,7.79498,53,53,4.55699
47,1.51322,1.82018,59,59,2.92955
34,1.59446,5.94128,43,43,3.61647
37,10.71,7.10463,47,47,4.48589
31,18.5169,4.17273,39,39,3.51883
43,2.32883,9.74058,54,54,4.39231
43,14.7576,4.4874,54,54,3.81924
36,14.1693,9.16368,45855,44814,220.68
36,11.3023,7.11208,45855,18525,376.934
27,5.54593,9.95896,34391,17337,180.939
27,18.784,3.24614,34391,18134,151.498
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
81,18.5291,3.03656,103176,103156,9.45642
80,14.1201,6.03393,101902,101818,10.8135
90,12.8782,0.844496,114640,114511,22.5041
99,8.403,4.67184,126104,125950,10.2464
33,3.53968,5.55427,42,42,3.76013
43,14.2846,5.1427,54,54,3.27094
31,4.7319,2.35239,39,39,4.00168
31,19.0683,6.49892,39,39,3.45945
34,15.9815,0.154364,43,43,4.09776
42,0.605989,2.83783,53,53,4.70062
33,18.8953,2.46028,42,42,3.68694
32,18.4048,5.2717,40,40,5.33702
37,14.6172,1.19618,47,47,4.07163
42,8.79296,6.42452,53,53,4.73916
31,9.06214,5.58204,39,39,3.20613
32,1.77935,8.60757,40,40,4.56997
35,7.02191,3.17483,44,44,4.02681
35,11.6599,9.23521,44,44,4.83408
38,14.8986,9.05629,48,48,2.53237
30,0.391275,0.741262,38,38,7.05704
34,11.6339,0.492243,43,43,4.37356
49,13.4571,3.32021,62,62,2.8099
30,5.21267,8.87105,38,38,6.72237
48,5.01094,0.257464,61,61,3.70723
45,6.68808,9.63358,57,57,4.90321
31,3.37702,8.94758,39,39,3.50856
49,0.991176,5.34618,62,62,2.74946
41,16.775,4.442,52,52,2.90339
32,12.5219,3.23788,40,40,3.80411
30,5.96574,6.61162,38,38,7.31536
36,9.06634,9.05632,45,45,4.53478
34,10.0626,1.90443,43,43,3.25437
40,12.191,6.36486,50,50,4.90306
37,8.80843,6.14629,47,47,3.19025
42,9.481,3.29834,53,53,4.36196
33,13.3009,4.34926,42,42,4.25418
48,4.91182,3.89647,61,61,3.5747
33,8.5481,2.52419,42,42,3.91004
41,0.181875,0.145649,52,52,2.42931
48,14.8106,5.00625,61,61,3.32682
50,6.55003,0.186162,63,63,2.59913
37,11.1134,1.13988,47,47,3.07355
34,18.2574,5.64406,43,43,2.96668
37,1.93618,2.19475,47,47,4.18039
35,18.5131,0.484668,44,44,4.50884
41,9.52743,2.40116,52,52,2.37311
45,11.6449,2.58062,57,57,4.58888
46,2.23574,0.756097,58,58,2.38599
43,5.71321,7.372,54,54,2.53618
45,1.55429,7.63811,57,57,5.10529
42,2.39175,2.84971,53,53,4.58441
50,13.2315,6.65176,63,63,2.18125
40,12.0731,8.46686,50,50,5.95474
35,16.2412,3.17045,44,44,4.73251
49,3.9507,8.03278,62,62,2.78017
40,13.9865,8.85333,50,50,5.7837
45,18.4537,5.99083,57,57,4.00995
34,7.68513,0.561136,43,43,3.41723
43,7.35552,5.67917,54,54,3.57856
35,7.47449,8.87136,44,44,5.02216
30,15.6869,3.3093,38,38,6.58047
31,17.688,8.92949,39,39,3.76982
49,12.0198,3.29225,62,62,2.54684
40,10.5529,4.50472,50,50,4.52036
46,5.62192,3.19262,58,58,2.50143
31,14.1377,0.209307,39,39,4.27427
36,3.63866,8.24514,45,45,5.05098
50,13.1743,9.10713,63,63,2.46473
49,14.228,5.01496,62,62,3.25518
40,4.97968,4.78202,50,50,5.54942
31,11.8195,3.64366,39,39,4.43292
49,5.83196,1.61831,62,62,3.20387
48,11.4927,2.78616,61,61,3.45247
42,9.53589,5.93997,53,53,4.32292
38,9.8633,4.53741,48,48,3.692
32,2.9674,6.1345,40,40,4.19863
35,15.5841,3.86776,44,44,5.5563
50,12.3373,5.52593,63,63,2.20148
42,10.7364,5.65841,53,53,4.44077
47,8.69819,9.39319,59,59,2.17811
43,6.86724,0.635697,54,54,3.01327
37,1.95443,3.85178,47,47,3.73476
38,5.77001,5.65959,48,48,3.40244
47,2.58731,0.638871,59,59,2.59245
45,6.1659,7.98305,57,57,4.32879
39,2.45542,3.96062,49,49,3.44879
43,5.77718,6.61418,54,54,2.942
45,18.6578,4.88588,57,57,5.30361
33,7.21363,5.2582,42,42,3.5016
43,16.2525,6.04782,54,54,3.21164
45,4.7945,1.34943,57,57,4.84952
46,11.8278,9.64721,58,58,2.08879
30,4.72965,0.815704,38,38,8.09386
37,3.30949,8.49059,47,47,3.56807
40,1.27388,4.70294,50,50,5.72402
39,16.7668,5.38349,49,49,3.45198
47,15.9238,5.7983,59,59,2.62996
40,12.8439,7.2437,50,50,5.10194
46,11.8916,4.77523,58,58,2.46397
30,16.9931,2.42657,38,38,6.18073
39,8.38752,1.38079,49,49,2.75437
42,3.14605,0.21593,53,53,4.46229
47,7.91104,2.1757,59,59,2.43531
36,8.44701,0.609246,45,45,4.0542
35,12.7116,6.45456,44582,42571,272.747
30,9.12788,8.89009,38213,37411,200.816
23,6.93236,7.44873,29296,29211,102.052
29,13.48,1.55768,36939,36931,57.4752
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
98,18.2348,9.6439,124830,124687,12.0933
93,0.944095,3.24068,118461,118415,6.44749
100,15.4538,5.0134,127377,18358,15.7172
86,10.0836,7.60619,109545,109528,4.13599
30,0.247598,0.665139,38,38,5.20724
33,17.1414,4.17126,42,42,3.48474
39,13.6783,8.82286,49,49,3.98658
32,6.88199,9.7987,40,40,5.75844
43,3.17786,6.18518,54,54,3.46943
40,8.72721,7.40543,50,50,5.34867
46,6.67432,8.95232,58,58,3.87848
45,6.08571,8.32599,57,57,5.22756
43,13.5406,7.43541,54,54,3.32425
45,14.5516,9.70944,57,57,5.27627
48,6.87455,8.69843,61,61,4.51597
45,14.1352,0.329086,57,57,4.88095
32,0.426358,9.80977,40,40,5.95273
45,13.9918,7.08225,57,57,4.99654
32,9.87836,8.86751,40,40,7.28528
42,16.4695,8.88951,53,53,4.27332
47,1.9606,6.59071,59,59,2.06663
48,12.1484,3.98424,61,61,5.00563
47,2.25517,0.645266,59,59,3.05413
40,10.013,2.30897,50,50,5.21809
44,4.02578,3.56028,56,56,4.54793
44,0.0523992,0.737134,56,56,5.0031
32,1.18943,2.41539,40,40,5.46494
39,0.129913,1.33041,49,49,4.33379
32,15.0262,9.88543,40,40,6.66677
43,7.15883,9.93396,54,54,3.92607
37,10.8797,6.86761,47,47,2.3038
43,12.0751,4.28536,54,54,3.44774
42,14.6291,1.6378,53,53,4.07151
34,2.57014,1.37549,43,43,3.77725
49,11.3772,1.958,62,62,2.78872
30,11.961,9.21914,38,38,5.53665
39,13.8942,2.67577,49,49,4.29734
30,10.2577,3.02903,38,38,6.9724
35,4.21823,8.17476,44,44,4.53297
44,13.7727,2.00752,56,56,4.45678
50,3.86005,8.22343,63,63,3.22679
31,5.33618,9.36786,39,39,2.68485
43,5.90882,2.77285,54,54,3.00586
38,18.3233,2.63368,48,48,4.09212
40,2.21565,0.581601,50,50,5.67866
39,11.4329,8.88135,49,49,4.33018
35,9.97387,7.09675,44,44,3.67776
45,14.6828,0.907316,57,57,4.67495
37,6.85575,8.84643,47,47,3.70342
35,5.86517,7.16572,44,44,3.5178
48,14.8701,3.41964,61,61,3.73346
50,15.8778,5.98207,63,63,3.58095
46,14.4878,0.160278,58,58,4.0022
