scenarios,1
seeds per scenario,20
notes,wifin_naive. 4-100-4
arg_list[0],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 1, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 4, 'band': 'AX_5', 'nStaC': 4, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-04-17_10:39:40.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
arg_list[9],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 10, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 4, 'band': 'AX_5', 'nStaC': 4, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-04-17_10:39:40.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
48,14.3926,2.06175,61,61,4.24513
47,16.2424,9.13514,59,59,2.16299
35,15.5581,2.98414,44,44,5.19253
35,15.362,6.1087,44,44,5.27487
41,17.8469,2.47847,52,52,3.59667
35,11.5172,6.56983,44,44,4.58092
43,15.6249,6.23285,54,54,3.84067
35,4.71174,3.44303,44,44,5.23816
44,6.80879,3.26992,56,56,4.39633
49,4.66398,5.69408,62,62,3.60816
37,9.95945,9.6225,47,47,3.40822
34,12.1565,6.2965,43,43,4.20488
35,0.653605,2.19694,44,44,4.57937
50,17.3829,1.32812,63,63,2.8982
42,14.0851,3.54844,53,53,3.95518
33,10.0044,4.10301,42,42,4.0699
48,14.6753,7.85346,61,61,3.16957
34,13.3509,3.57906,43,43,4.17178
37,0.396513,4.13848,47,47,3.83241
47,6.71004,3.77682,59,59,2.25828
30,5.00874,3.29516,38,38,5.86098
34,2.38628,6.64467,43,43,4.2507
32,3.62662,5.62257,40,40,4.11098
48,4.02511,4.7618,61,61,3.90967
34,4.87642,0.545933,43,43,3.73294
45,7.52341,0.458516,57,57,3.1941
43,3.79246,7.31933,54,54,4.04485
44,17.3204,9.73971,56,56,4.49562
33,17.9648,7.55861,42,42,5.42669
44,3.4193,1.00968,56,56,4.62892
38,8.07281,6.05827,48,48,3.33575
41,17.9243,4.00254,52,52,3.27906
50,14.6201,6.07448,63,63,2.37042
37,8.44546,6.45595,47,47,2.69443
48,15.303,4.25764,61,61,3.96737
32,12.7745,0.877911,40,40,4.92239
40,7.40529,0.193867,50,50,4.05579
47,3.81104,2.96045,59,59,2.36667
31,16.658,9.03225,39,39,2.85324
49,4.89432,0.302439,62,62,3.54976
39,2.28528,2.94884,49,49,2.24719
31,8.62176,9.05528,39,39,3.24169
43,4.95672,1.13991,54,54,3.07791
50,5.29266,8.66073,63,63,2.87491
42,4.82926,3.38678,53,53,4.15921
44,2.49649,1.2682,56,56,4.35298
33,17.5803,3.2131,42,42,5.68869
34,9.59464,1.54133,43,43,4.66965
44,15.3816,6.39637,56,56,3.7969
44,7.07412,2.22449,56,56,4.12053
43,6.94219,6.2717,54,54,3.03294
44,10.9898,3.54856,56,56,3.62747
34,10.2748,9.32371,43,43,4.15114
30,11.0752,5.5718,38,38,5.32982
41,12.808,5.31694,52,52,3.28773
38,8.22121,5.80188,48,48,2.77242
49,6.24883,9.27706,62,62,3.17088
34,13.6552,4.08371,43,43,3.52836
49,5.45553,9.29808,62,62,2.65519
50,9.26979,9.64286,63,63,2.35378
33,1.69128,0.00600433,42,42,4.92792
46,17.9919,1.91281,58,58,2.70934
43,4.72781,7.4575,54,54,3.7094
33,10.3329,0.647356,42,42,4.63645
50,8.59714,9.11446,63,63,2.91034
35,7.81436,2.37599,44,44,4.28079
37,19.9453,9.81501,47,47,3.42048
30,13.187,8.45382,38,38,4.37304
32,18.2337,1.54713,40,40,4.1801
38,4.93495,4.21037,48,48,2.9811
43,12.2946,0.263373,54,54,3.14985
36,11.4793,1.75729,45,45,5.06346
39,18.747,4.2543,49,49,3.07802
49,8.78179,9.54073,62,62,3.84761
41,18.308,6.26386,52,52,3.08244
45,17.0349,8.25554,57,57,3.37572
36,6.46636,9.19323,45,45,4.72232
46,12.9823,9.58428,58,58,2.7283
35,2.31096,2.64569,44,44,4.67414
36,11.4631,9.95437,45,45,4.54544
31,18.8854,6.10328,39,39,3.6055
43,14.5011,0.419162,54,54,4.17996
32,13.9178,2.53979,40,40,4.89539
36,8.73113,1.85892,45,45,4.42469
46,9.89188,8.32628,58,58,2.57262
37,9.32386,5.39627,47,47,3.58989
42,8.50955,7.88122,53,53,3.97686
33,10.7067,0.153417,42,42,4.0673
49,2.36952,8.31931,62,62,3.14121
46,1.13759,8.89749,58,58,3.1842
49,0.756662,5.91011,62,62,3.72056
42,10.7973,2.97064,53,53,4.00979
33,15.355,8.55231,42,42,4.63922
30,9.2585,2.08639,38,38,5.64279
36,11.1644,4.87029,45,45,5.33368
36,7.37885,2.2437,45,45,4.55633
38,17.0847,4.58187,48403,42342,896.986
28,15.6511,3.55607,35665,35655,53.5543
34,2.77297,4.97948,43308,40479,326.625
23,9.392,6.62309,29296,29263,23.3013
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
89,19.1174,9.82198,113366,113308,12.6277
97,0.472048,1.62037,123556,123433,18.4928
90,7.72698,2.5067,114640,114619,13.8567
83,5.04184,8.80312,105723,105635,15.8889
40,10.1239,5.3326,50,50,4.84579
42,8.57076,7.08563,53,53,3.93613
34,6.83918,9.41143,43,43,3.08865
31,3.44105,9.89935,39,39,3.71418
36,1.58898,8.09262,45,45,6.21016
45,4.36366,3.70274,57,57,5.13784
48,3.33721,9.47619,61,61,4.55971
48,3.04291,9.163,61,61,4.39305
47,16.7704,8.71771,59,59,3.02755
37,17.2758,9.85475,47,47,4.01521
39,13.4373,9.34924,49,49,4.20036
48,17.0676,5.16454,61,61,4.50747
41,0.213232,9.90491,52,52,4.38671
37,6.99598,3.54112,47,47,3.55549
31,4.93923,9.43378,39,39,3.94945
46,8.23476,4.44476,58,58,2.21893
49,10.9804,8.29536,62,62,3.17608
49,16.0742,1.99215,62,62,2.87464
38,11.1276,5.32266,48,48,3.85529
45,15.0065,6.15451,57,57,5.02181
47,12.0129,1.78017,59,59,3.22908
47,10.0263,5.36857,59,59,3.30929
41,0.594769,1.20769,52,52,3.22622
45,10.065,0.665229,57,57,5.08936
31,7.51311,9.94272,39,39,3.56334
47,3.57947,9.96701,59,59,3.5316
33,5.43983,3.4338,42,42,3.61805
36,6.03761,7.14268,45,45,5.70214
36,7.31453,5.81893,45,45,4.79332
42,1.28512,5.68777,53,53,3.8109
50,5.68864,5.979,63,63,3.28359
40,15.9806,4.6096,50,50,5.45528
45,6.94713,6.33791,57,57,5.93166
40,5.1289,1.51451,50,50,5.32233
32,12.1092,4.08738,40,40,3.68185
37,16.8863,1.00376,47,47,3.40299
50,11.9301,4.11174,63,63,3.52733
30,2.66809,4.68393,38,38,5.92936
36,2.95441,1.38643,45,45,6.70905
34,9.16171,1.31684,43,43,3.62119
45,11.1079,0.290801,57,57,5.23864
45,5.7165,9.4407,57,57,5.83578
43,14.9869,3.54837,54,54,3.23894
48,17.3414,0.453658,61,61,4.88686
33,3.42793,4.42321,42,42,4.29676
43,12.9326,8.58289,54,54,3.47695
49,17.435,1.70985,62,62,2.99834
50,7.93894,7.99104,63,63,3.14932
48,7.24394,5.08014,61,61,4.75562
41,13.7447,1.90225,52,52,3.70813
45,6.3704,4.81968,57,57,5.05483
36,4.3919,7.312,45,45,5.91005
30,3.07228,9.59451,38,38,6.61586
41,0.611121,8.3367,52,52,3.86021
50,0.413331,9.40752,63,63,3.1666
41,16.4847,5.32284,52,52,4.06347
46,5.41212,3.98559,58,58,2.61828
30,6.61282,3.35768,38,38,6.17305
37,19.2119,7.97536,47,47,3.26523
32,2.33182,8.70284,40,40,4.90053
48,19.3732,3.91556,61,61,5.44598
47,0.482683,6.12559,59,59,3.63062
38,18.1832,8.94706,48,48,4.08096
50,3.90458,9.46427,63,63,4.18017
45,12.5368,5.00901,57,57,5.18179
44,6.98785,2.86921,56,56,3.14897
39,7.09171,6.18622,49,49,4.13969
45,15.4992,0.971008,57,57,5.75897
49,2.89565,3.67169,62,62,3.64257
37,1.72154,3.56398,47,47,3.15864
31,9.91798,4.72246,39,39,3.60548
31,9.78044,7.68073,39,39,3.70283
33,17.3505,2.32068,42,42,3.71277
42,7.40233,1.31556,53,53,4.20638
49,18.4418,5.39503,62,62,3.04986
40,17.219,7.63591,50,50,5.36188
33,8.12038,6.38145,42,42,3.79589
38,13.1726,4.3111,48,0,-nan
47,7.46209,9.39579,59,59,3.60123
31,5.55239,2.38333,39,39,3.50169
39,19.6995,8.78982,49,49,4.11655
43,9.47327,4.3764,54,54,3.00405
38,3.46633,3.96854,48,48,3.9448
39,7.19473,4.93156,49,49,3.97709
31,8.3282,9.15492,39,39,3.94567
50,1.75153,5.62872,63,63,2.53695
43,10.8768,8.80964,54,54,3.62061
39,3.09669,7.78835,49,49,4.28735
34,14.8379,2.48942,43,43,2.90226
30,13.9857,3.09438,38,38,6.97932
49,12.7643,6.82177,62,62,3.54601
35,6.06005,5.23007,44,44,3.58344
48,13.5543,7.47899,61,61,4.08425
44,11.7063,8.34621,56,56,3.36218
48,11.1349,8.86512,61,61,4.53593
38,6.19582,9.45599,48,48,3.48131
35,13.0325,2.82847,44,44,4.32663
41,13.8876,8.12954,52,52,4.28981
40,16.7466,7.30546,50,50,4.86456
50,1.06827,8.36555,63,63,3.64016
37,15.627,1.87275,47129,45339,251.751
22,13.4768,5.33407,28023,27992,27.8407
30,4.1594,2.46925,38213,38141,68.2149
25,4.088,4.93464,31844,31801,44.923
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
85,18.8233,6.42927,108271,108175,12.6729
88,7.29606,8.82712,112092,111955,12.0715
100,10.3025,6.6756,127377,127337,18.1285
91,6.72242,1.73748,115914,115850,42.5923
37,6.83177,0.443461,47,47,4.34879
32,11.4276,6.11419,40,40,4.25851
43,15.7855,5.88191,54,54,3.80658
31,11.2547,3.19913,39,39,3.86123
45,8.78524,4.12349,57,57,3.94899
44,12.4848,8.27029,56,56,3.12346
41,11.1162,5.96823,52,52,2.82129
40,10.7238,2.21735,50,50,4.04554
31,15.6938,4.95694,39,39,3.77955
40,3.03445,3.13961,50,50,4.06674
35,11.2497,2.46564,44,44,4.67249
40,9.42348,6.88606,50,50,4.56064
38,13.6176,6.53985,48,48,4.91786
47,9.32797,1.38816,59,59,3.07705
45,19.9189,9.24501,57,57,4.01825
38,4.31302,2.59301,48,48,5.06747
41,1.3071,4.39383,52,52,2.7868
49,14.7656,2.65618,62,62,2.26067
34,8.17018,7.09683,43,43,3.45699
36,0.00873,8.20596,45,45,4.16572
46,9.35048,5.70687,58,58,1.99587
39,6.70163,7.15807,49,49,2.84429
45,0.79292,8.27696,57,57,3.79196
43,13.42,7.55364,54,54,2.90829
31,10.0175,6.59027,39,39,3.95734
38,4.77255,3.28929,48,48,4.61757
35,7.25314,1.24509,44,44,4.48053
46,8.0501,9.52356,58,58,2.48002
38,9.75274,1.09187,48,48,4.10896
40,15.0467,0.917032,50,50,4.71065
35,7.58482,4.63867,44,44,4.68086
37,14.6408,9.47943,47,47,4.56938
36,15.9295,5.11722,45,45,5.32878
37,6.8385,2.01935,47,47,4.04349
47,16.1455,2.11654,59,59,2.90969
32,15.8485,8.00503,40,40,4.25232
50,9.24,2.14895,63,63,2.50071
44,16.8908,2.91191,56,56,2.73037
45,10.6059,8.51522,57,57,2.99128
35,5.54895,1.75577,44,44,5.17592
30,14.8105,0.387734,38,38,4.50007
43,7.62197,5.9209,54,54,2.62183
33,13.3159,8.0645,42,42,3.26524
47,9.78864,0.604877,59,59,2.67643
49,4.57057,5.89764,62,62,1.40217
33,17.2435,8.1105,42,42,3.87853
35,9.91344,2.27978,44,44,4.80048
50,10.5852,7.3214,63,63,2.25686
34,9.65851,6.7735,43,43,4.83094
38,4.99298,2.53635,48,48,4.75912
37,15.1605,6.4262,47,47,4.74528
38,19.1893,3.08267,48,48,5.33204
38,10.763,2.79269,48,48,4.57244
38,14.1481,4.44892,48,48,4.95296
36,13.8844,2.54335,45,45,4.35465
38,1.97955,7.09707,48,48,4.75094
38,0.549566,8.64742,48,48,4.6184
30,2.15036,1.14356,38,38,4.39655
32,5.61587,0.63383,40,40,4.52007
46,16.4423,1.60375,58,58,2.87006
47,12.4976,8.55412,59,59,3.11937
39,7.31021,8.16742,49,49,2.99317
47,10.9109,8.5961,59,59,2.50795
50,18.5395,9.28573,63,63,2.14433
37,3.38245,0.0119559,47,47,4.02905
42,15.9838,3.82562,53,53,4.25624
35,9.45561,4.91494,44,44,4.95963
37,0.665632,1.29466,47,47,3.5474
49,17.1942,8.22893,62,62,2.42033
40,15.6287,4.75198,50,50,4.46183
45,19.8906,9.62996,57,57,3.39113
31,6.37392,6.90759,39,39,4.11431
34,16.4674,3.09422,43,43,5.22352
46,9.8698,8.42075,58,58,1.982
35,4.5891,0.526745,44,44,5.67759
43,2.95857,3.51452,54,54,3.583
48,17.4938,8.5086,61,61,2.5448
48,17.5636,9.08142,61,61,2.73081
32,16.6161,2.52766,40,40,5.07349
39,14.0699,6.51108,49,49,3.09081
42,12.9327,8.38641,53,53,4.3173
41,5.9644,9.16851,52,52,2.20988
40,4.62181,5.29133,50,50,4.73964
42,2.92624,9.90875,53,53,4.35577
32,17.7709,2.20656,40,40,4.71885
36,9.002,0.83827,45,45,4.568
34,7.83558,5.07953,43,43,3.92008
43,17.4623,3.71778,54,54,2.8742
42,19.7838,6.65256,53,53,3.30035
44,18.6476,0.792485,56,56,3.15811
34,17.0191,5.76238,43,43,5.11958
37,1.4134,0.306781,47,47,4.08467
47,4.73904,6.63862,59,59,3.41321
42,2.27507,7.79498,53,53,4.09065
47,1.51322,1.82018,59,59,2.41663
34,1.59446,5.94128,43,43,5.08997
37,10.71,7.10463,47,47,4.76597
31,18.5169,4.17273,39,39,3.77966
43,2.32883,9.74058,54,54,3.69439
43,14.7576,4.4874,54,54,3.10201
36,14.1693,9.16368,45855,43057,714.667
36,11.3023,7.11208,45855,40806,906.736
27,5.54593,9.95896,34391,33655,175.707
27,18.784,3.24614,34391,34205,127.625
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
81,18.5291,3.03656,103176,103137,9.84651
80,14.1201,6.03393,101902,101884,25.4549
90,12.8782,0.844496,114640,114557,18.478
99,8.403,4.67184,126104,125992,4.13849
33,3.53968,5.55427,42,42,4.01919
43,14.2846,5.1427,54,54,3.54378
31,4.7319,2.35239,39,39,4.36847
31,19.0683,6.49892,39,39,4.2524
34,15.9815,0.154364,43,43,3.30569
42,0.605989,2.83783,53,53,4.86838
33,18.8953,2.46028,42,42,3.55569
32,18.4048,5.2717,40,40,4.27601
37,14.6172,1.19618,47,47,3.62503
42,8.79296,6.42452,53,53,4.15467
31,9.06214,5.58204,39,39,3.14759
32,1.77935,8.60757,40,40,4.86735
35,7.02191,3.17483,44,44,4.64262
35,11.6599,9.23521,44,44,4.85405
38,14.8986,9.05629,48,48,3.1106
30,0.391275,0.741262,38,38,5.64168
34,11.6339,0.492243,43,43,3.7588
49,13.4571,3.32021,62,62,3.10969
30,5.21267,8.87105,38,38,7.704
48,5.01094,0.257464,61,61,3.36175
45,6.68808,9.63358,57,57,4.92513
31,3.37702,8.94758,39,39,4.80803
49,0.991176,5.34618,62,62,2.92277
41,16.775,4.442,52,52,3.30609
32,12.5219,3.23788,40,40,4.14235
30,5.96574,6.61162,38,38,7.00986
36,9.06634,9.05632,45,45,4.26641
34,10.0626,1.90443,43,43,4.36319
40,12.191,6.36486,50,50,5.39434
37,8.80843,6.14629,47,47,3.63598
42,9.481,3.29834,53,53,4.60323
33,13.3009,4.34926,42,42,3.31734
48,4.91182,3.89647,61,61,3.4104
33,8.5481,2.52419,42,42,3.54262
41,0.181875,0.145649,52,52,2.72382
48,14.8106,5.00625,61,61,3.92329
50,6.55003,0.186162,63,63,2.85167
37,11.1134,1.13988,47,47,2.99029
34,18.2574,5.64406,43,43,3.56247
37,1.93618,2.19475,47,47,3.49989
35,18.5131,0.484668,44,44,4.70822
41,9.52743,2.40116,52,52,2.78588
45,11.6449,2.58062,57,57,4.77656
46,2.23574,0.756097,58,58,2.5274
43,5.71321,7.372,54,54,2.73679
45,1.55429,7.63811,57,57,4.79428
42,2.39175,2.84971,53,53,4.90446
50,13.2315,6.65176,63,63,2.64363
40,12.0731,8.46686,50,50,5.03657
35,16.2412,3.17045,44,44,4.22653
49,3.9507,8.03278,62,62,3.41486
40,13.9865,8.85333,50,50,5.09766
45,18.4537,5.99083,57,57,4.17183
34,7.68513,0.561136,43,43,3.27203
43,7.35552,5.67917,54,54,2.66121
35,7.47449,8.87136,44,44,5.40598
30,15.6869,3.3093,38,38,6.71361
31,17.688,8.92949,39,39,4.06152
49,12.0198,3.29225,62,62,2.87937
40,10.5529,4.50472,50,50,4.71185
46,5.62192,3.19262,58,58,3.14904
31,14.1377,0.209307,39,39,3.38835
36,3.63866,8.24514,45,45,4.43608
50,13.1743,9.10713,63,63,3.23758
49,14.228,5.01496,62,62,2.9744
40,4.97968,4.78202,50,50,5.65348
31,11.8195,3.64366,39,39,3.6511
49,5.83196,1.61831,62,62,3.23244
48,11.4927,2.78616,61,61,3.81518
42,9.53589,5.93997,53,53,4.32387
38,9.8633,4.53741,48,48,3.33663
32,2.9674,6.1345,40,40,3.83952
35,15.5841,3.86776,44,44,5.50944
50,12.3373,5.52593,63,63,2.25509
42,10.7364,5.65841,53,53,4.5643
47,8.69819,9.39319,59,59,2.13559
43,6.86724,0.635697,54,54,3.81447
37,1.95443,3.85178,47,47,4.00849
38,5.77001,5.65959,48,48,2.68024
47,2.58731,0.638871,59,59,2.94154
45,6.1659,7.98305,57,57,4.90265
39,2.45542,3.96062,49,49,2.96615
43,5.77718,6.61418,54,54,3.88133
45,18.6578,4.88588,57,57,4.47128
33,7.21363,5.2582,42,42,4.19677
43,16.2525,6.04782,54,54,2.85747
45,4.7945,1.34943,57,57,4.83039
46,11.8278,9.64721,58,58,3.32529
30,4.72965,0.815704,38,38,6.21179
37,3.30949,8.49059,47,47,3.69906
40,1.27388,4.70294,50,50,5.36547
39,16.7668,5.38349,49,49,3.40339
47,15.9238,5.7983,59,59,2.39135
40,12.8439,7.2437,50,50,6.30531
46,11.8916,4.77523,58,58,2.25089
30,16.9931,2.42657,38,38,6.37484
39,8.38752,1.38079,49,49,3.52665
42,3.14605,0.21593,53,53,4.95051
47,7.91104,2.1757,59,59,1.77992
36,8.44701,0.609246,45,45,3.50834
35,12.7116,6.45456,44582,44501,96.304
30,9.12788,8.89009,38213,36763,261.717
23,6.93236,7.44873,29296,29295,78.3242
29,13.48,1.55768,36939,36424,210.785
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,160,100,20,159,40
98,18.2348,9.6439,124830,124450,47.7559
93,0.944095,3.24068,118461,118018,65.8105
100,15.4538,5.0134,127377,127090,60.634
86,10.0836,7.60619,109545,109536,7.62433
30,0.247598,0.665139,38,38,6.04542
33,17.1414,4.17126,42,42,3.44505
39,13.6783,8.82286,49,49,4.27466
32,6.88199,9.7987,40,40,6.30021
43,3.17786,6.18518,54,54,3.49899
40,8.72721,7.40543,50,50,5.2855
46,6.67432,8.95232,58,58,3.26555
45,6.08571,8.32599,57,57,5.23905
43,13.5406,7.43541,54,54,3.10316
45,14.5516,9.70944,57,57,5.42453
48,6.87455,8.69843,61,61,5.07676
45,14.1352,0.329086,57,57,5.28927
32,0.426358,9.80977,40,40,6.08373
45,13.9918,7.08225,57,57,4.38701
32,9.87836,8.86751,40,40,6.66744
42,16.4695,8.88951,53,53,4.67203
47,1.9606,6.59071,59,59,2.42035
48,12.1484,3.98424,61,61,4.69209
47,2.25517,0.645266,59,59,2.836
40,10.013,2.30897,50,50,5.55063
44,4.02578,3.56028,56,56,4.60585
44,0.0523992,0.737134,56,56,4.70161
32,1.18943,2.41539,40,40,5.67786
39,0.129913,1.33041,49,49,3.56555
32,15.0262,9.88543,40,40,6.21931
43,7.15883,9.93396,54,54,3.8544
37,10.8797,6.86761,47,47,2.11257
43,12.0751,4.28536,54,54,3.62237
42,14.6291,1.6378,53,53,4.07443
34,2.57014,1.37549,43,43,3.91474
49,11.3772,1.958,62,62,1.8978
30,11.961,9.21914,38,38,6.37629
39,13.8942,2.67577,49,49,4.0371
30,10.2577,3.02903,38,38,6.78707
35,4.21823,8.17476,44,44,4.71799
44,13.7727,2.00752,56,56,4.23429
50,3.86005,8.22343,63,63,3.39111
31,5.33618,9.36786,39,39,3.65479
43,5.90882,2.77285,54,54,3.6897
38,18.3233,2.63368,48,48,3.40901
40,2.21565,0.581601,50,50,5.90616
39,11.4329,8.88135,49,49,3.64281
35,9.97387,7.09675,44,44,4.25211
45,14.6828,0.907316,57,57,4.829
37,6.85575,8.84643,47,47,3.27695
35,5.86517,7.16572,44,44,3.79336
48,14.8701,3.41964,61,61,5.28161
50,15.8778,5.98207,63,63,3.5949
46,14.4878,0.160278,58,58,3.91266
