scenarios,1
seeds per scenario,20
notes,wifin_naive_mob. 2-100-6
arg_list[0],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 1, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 2, 'band': 'AX_5', 'nStaC': 6, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-05-27_10:59:43.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
arg_list[9],"{'channelWidthA': 0, 'channelWidthB': 0, 'channelWidthC': 0, 'seed': 10, 'giC': 1600, 'giB': 1600, 'giA': 1600, 'constantMcs': 1, 'channelNumberA': 0, 'channelNumberB': 0, 'channelNumberC': 0, 'phyModel': 'spectrum', 'simulationTime': 15, 'nStaA': 2, 'band': 'AX_5', 'nStaC': 6, 'nStaB': 100, 'csvFileName': './scratch/testfile_2020-05-27_10:59:43.csv', 'mcs': 5, 'txPowerA': 20, 'txPowerC': 20, 'txPowerB': 20}"
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
50,1.90557,6.48025,63,63,3.79835
45,18.329,4.51612,57,57,4.18173
41,12.4472,0.151219,52,52,3.29726
36,1.14264,1.47442,45,45,6.10616
50,4.31088,9.52766,63,63,4.08447
36,12.4784,0.569984,45,45,5.21703
47,2.64638,9.33036,59,59,4.06679
42,2.41468,1.69341,53,53,4.97845
32,11.2483,0.634101,40,40,5.01661
37,8.7902,1.60658,47,47,2.31588
47,14.7974,5.77067,59,59,4.38592
36,7.69083,3.19819,45,45,5.28616
47,13.5371,6.11227,59,59,4.1955
42,13.4711,3.13588,53,53,5.59976
30,5.49494,1.77428,38,38,5.48521
46,15.1374,4.66188,58,58,2.82421
44,15.5376,7.78593,56,56,3.80939
50,6.40405,2.65847,63,63,3.46842
42,14.1106,2.90097,53,53,6.08831
39,13.1245,4.63856,49,49,3.8214
50,6.82763,2.04188,63,63,2.40305
42,12.7278,9.64904,53,53,5.18129
48,14.6349,9.82146,61,61,4.17351
47,10.8456,5.003,59,59,1.51863
42,8.99602,0.956404,53,53,5.2024
50,2.3639,8.72878,63,63,4.67251
32,5.16643,0.323704,40,40,4.6917
44,14.2986,4.55723,56,56,4.80096
30,13.9072,1.18799,38,38,6.95061
31,9.97266,4.9075,39,39,2.75836
34,16.5935,9.22691,43,43,2.71935
36,19.1169,0.773594,45,45,5.5383
33,2.46748,7.10519,42,42,5.2309
45,6.14728,5.13171,57,57,3.11542
39,5.73972,5.87867,49,49,4.32492
35,9.37353,2.12715,44,44,4.44269
37,4.39095,4.77037,47,47,3.3332
33,9.15407,3.13193,42,42,4.59234
48,8.51746,4.1278,61,61,4.20109
32,13.2332,9.59664,40,40,4.19817
33,16.4911,4.79217,42,42,4.72909
30,1.15548,1.32285,38,38,6.32508
36,15.7316,4.97719,45,45,5.46187
41,9.44277,3.05164,52,52,2.84693
33,7.25058,5.20961,42,42,4.46229
38,16.9589,6.2699,48,48,3.64145
44,14.3656,5.92948,56,56,4.60956
36,4.94599,4.16314,45,45,5.08867
31,4.66198,7.69816,39,39,3.6061
50,4.25478,8.94061,63,63,3.66981
48,15.3534,5.07671,61,61,4.5192
50,11.1848,9.15968,63,63,3.34006
46,10.5688,9.44877,58,58,3.06004
31,10.3783,2.95506,39,39,2.64406
40,15.3986,6.48535,50,50,4.2811
33,17.6775,4.27616,42,42,4.84023
43,4.62925,6.0432,54,54,3.86207
39,5.58221,2.43517,49677,49664,6.48364
34,13.6894,6.12185,43308,43258,13.9067
37,18.5423,7.29093,47129,47102,32.1977
21,17.8256,1.77806,26749,26664,15.9305
21,1.38654,7.48977,26749,4397,33.6965
28,14.696,8.31155,35665,35604,5.24163
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
93,19.4116,3.21463,118461,118433,2.24364
84,13.648,4.41356,106997,106983,2.1489
44,5.15132,8.3378,56,56,4.1343
31,3.36126,5.86877,39,39,2.50239
47,13.4159,0.221731,59,59,2.22999
30,5.7138,8.05712,38,38,5.44727
48,17.8928,2.94095,61,61,3.53574
47,15.6274,6.59957,59,59,2.778
35,14.3926,2.06175,44,44,4.35697
35,16.2424,9.13514,44,44,5.17807
41,15.5581,2.98414,52,52,3.43923
35,15.362,6.1087,44,44,4.60232
43,17.8469,2.47847,54,54,3.40297
35,11.5172,6.56983,44,44,4.70105
44,15.6249,6.23285,56,56,4.68097
49,4.71174,3.44303,62,62,3.61197
37,6.80879,3.26992,47,47,2.71216
34,4.66398,5.69408,43,43,4.58295
35,9.95945,9.6225,44,44,4.68806
50,12.1565,6.2965,63,63,2.26883
42,0.653605,2.19694,53,53,3.6375
33,17.3829,1.32812,42,42,4.9204
48,14.0851,3.54844,61,61,3.48259
34,10.0044,4.10301,43,43,4.18918
37,14.6753,7.85346,47,47,3.47323
47,13.3509,3.57906,59,59,2.75364
30,0.396513,4.13848,38,38,5.41744
34,6.71004,3.77682,43,43,3.57864
32,5.00874,3.29516,40,40,4.07925
48,2.38628,6.64467,61,61,3.54924
34,3.62662,5.62257,43,43,4.28673
45,4.02511,4.7618,57,57,3.43668
43,4.87642,0.545933,54,54,3.3303
44,7.52341,0.458516,56,56,3.99606
33,3.79246,7.31933,42,42,4.91562
44,17.3204,9.73971,56,56,4.69039
38,17.9648,7.55861,48,48,3.29353
41,3.4193,1.00968,52,52,3.16401
50,8.07281,6.05827,63,63,2.21392
37,17.9243,4.00254,47,47,2.88003
48,14.6201,6.07448,61,61,4.26335
32,8.44546,6.45595,40,40,4.59432
40,15.303,4.25764,50,50,3.39074
47,12.7745,0.877911,59,59,2.38518
31,7.40529,0.193867,39,39,2.7419
49,3.81104,2.96045,62,62,3.47722
39,16.658,9.03225,49,49,2.7948
31,4.89432,0.302439,39,39,3.69215
43,2.28528,2.94884,54,54,3.27254
50,8.62176,9.05528,63,63,2.52408
42,4.95672,1.13991,53,53,4.39709
44,5.29266,8.66073,56,56,4.38347
33,4.82926,3.38678,42,42,4.63786
34,2.49649,1.2682,43,43,3.74713
44,17.5803,3.2131,56,56,4.35777
44,9.59464,1.54133,56,56,5.19782
43,15.3816,6.39637,54,54,3.30874
44,7.07412,2.22449,56,56,4.99745
34,6.94219,6.2717,43,43,4.30852
30,10.9898,3.54856,38,38,6.12819
41,10.2748,9.32371,52,52,3.44976
38,11.0752,5.5718,48,48,1.61647
49,12.808,5.31694,62,62,2.97653
34,8.22121,5.80188,43,43,4.2268
49,6.24883,9.27706,62,62,3.12186
50,13.6552,4.08371,63,63,3.10232
33,5.45553,9.29808,42,42,4.41241
46,9.26979,9.64286,58,58,3.29945
43,1.69128,0.00600433,54,54,3.22707
33,17.9919,1.91281,42,42,5.07231
50,4.72781,7.4575,63,63,2.05492
35,10.3329,0.647356,44,44,5.26002
37,8.59714,9.11446,47,47,3.24406
30,7.81436,2.37599,38,38,4.60469
32,19.9453,9.81501,40,40,3.82463
38,13.187,8.45382,48,48,3.19134
43,18.2337,1.54713,54,54,3.29451
36,4.93495,4.21037,45,45,4.52148
39,12.2946,0.263373,49,49,3.06543
49,11.4793,1.75729,62,62,3.34604
41,18.747,4.2543,52,52,3.11953
45,8.78179,9.54073,57,57,2.86225
36,18.308,6.26386,45,45,4.61015
46,17.0349,8.25554,58,58,2.50485
35,6.46636,9.19323,44,44,4.0787
36,12.9823,9.58428,45,45,4.25893
31,2.31096,2.64569,39,39,2.98946
43,11.4631,9.95437,54,54,2.82598
32,18.8854,6.10328,40,40,4.93053
36,14.5011,0.419162,45,45,4.60124
46,13.9178,2.53979,58,58,2.2696
37,8.73113,1.85892,47,47,2.99902
42,9.89188,8.32628,53,53,3.63966
33,9.32386,5.39627,42,42,4.45797
49,8.50955,7.88122,62,62,2.72085
46,10.7067,0.153417,58,58,2.13929
49,2.36952,8.31931,62,62,3.3525
42,1.13759,8.89749,53,53,4.16969
33,0.756662,5.91011,42,42,5.27372
30,10.7973,2.97064,38,38,5.37352
36,15.355,8.55231,45,45,4.82628
36,9.2585,2.08639,45,45,4.22971
38,11.1644,4.87029,48403,48346,17.3158
28,7.37885,2.2437,35665,9167,90.944
34,17.0847,4.58187,43308,43293,8.30866
23,15.6511,3.55607,29296,29256,17.2929
23,2.77297,4.97948,29296,29264,12.5417
37,9.392,6.62309,47129,47081,21.4632
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
89,19.1174,9.82198,113366,113350,2.447
97,0.472048,1.62037,123556,123494,2.50124
40,7.72698,2.5067,50,50,5.62586
42,5.04184,8.80312,53,53,4.40776
34,10.1239,5.3326,43,43,3.24605
31,8.57076,7.08563,39,39,3.35249
36,6.83918,9.41143,45,45,5.37711
45,3.44105,9.89935,57,57,5.36083
48,1.58898,8.09262,61,61,5.51729
48,4.36366,3.70274,61,61,4.66142
47,3.33721,9.47619,59,59,2.97879
37,3.04291,9.163,47,47,3.45165
39,16.7704,8.71771,49,49,4.43873
48,17.2758,9.85475,61,61,4.74886
41,13.4373,9.34924,52,52,3.41539
37,17.0676,5.16454,47,47,3.68179
31,0.213232,9.90491,39,39,3.4965
46,6.99598,3.54112,58,58,1.84727
49,4.93923,9.43378,62,62,2.61806
49,8.23476,4.44476,62,0,-nan
38,10.9804,8.29536,48,48,4.65269
45,16.0742,1.99215,57,57,5.18255
47,11.1276,5.32266,59,59,2.60431
47,15.0065,6.15451,59,59,3.50703
41,12.0129,1.78017,52,52,3.90043
45,10.0263,5.36857,57,57,5.80187
31,0.594769,1.20769,39,39,4.39524
47,10.065,0.665229,59,59,3.43125
33,7.51311,9.94272,42,42,3.77763
36,3.57947,9.96701,45,45,6.55666
36,5.43983,3.4338,45,45,5.25296
42,6.03761,7.14268,53,53,4.12769
50,7.31453,5.81893,63,63,3.04878
40,1.28512,5.68777,50,50,5.43175
45,5.68864,5.979,57,57,5.36795
40,15.9806,4.6096,50,50,5.26099
32,6.94713,6.33791,40,40,3.59943
37,5.1289,1.51451,47,47,3.62305
50,12.1092,4.08738,63,63,3.06897
30,16.8863,1.00376,38,38,6.48992
36,11.9301,4.11174,45,45,5.24825
34,2.66809,4.68393,43,43,3.80025
45,2.95441,1.38643,57,57,5.00286
45,9.16171,1.31684,57,57,4.6865
43,11.1079,0.290801,54,54,3.58292
48,5.7165,9.4407,61,0,-nan
33,14.9869,3.54837,42,42,4.30494
43,17.3414,0.453658,54,54,3.26585
49,3.42793,4.42321,62,62,3.27137
50,12.9326,8.58289,63,63,2.85299
48,17.435,1.70985,61,61,4.29465
41,7.93894,7.99104,52,52,2.93694
45,7.24394,5.08014,57,57,5.66044
36,13.7447,1.90225,45,45,5.92422
30,6.3704,4.81968,38,38,5.23635
41,4.3919,7.312,52,52,3.84896
50,3.07228,9.59451,63,63,3.37306
41,0.611121,8.3367,52,52,3.81695
46,0.413331,9.40752,58,58,2.32126
30,16.4847,5.32284,38,38,6.64144
37,5.41212,3.98559,47,47,3.66087
32,6.61282,3.35768,40,40,4.18893
48,19.2119,7.97536,61,61,4.13842
47,2.33182,8.70284,59,59,3.20366
38,19.3732,3.91556,48,48,3.60541
50,0.482683,6.12559,63,63,4.00421
45,18.1832,8.94706,57,57,4.818
44,3.90458,9.46427,56,56,3.33134
39,12.5368,5.00901,49,49,4.06953
45,6.98785,2.86921,57,57,5.17264
49,7.09171,6.18622,62,62,2.85823
37,15.4992,0.971008,47,47,4.2808
31,2.89565,3.67169,39,39,4.05374
31,1.72154,3.56398,39,39,4.3092
33,9.91798,4.72246,42,42,3.063
42,9.78044,7.68073,53,53,3.93749
49,17.3505,2.32068,62,62,2.35237
40,7.40233,1.31556,50,50,5.57434
33,18.4418,5.39503,42,42,3.77984
38,17.219,7.63591,48,48,3.57038
47,8.12038,6.38145,59,59,3.1704
31,13.1726,4.3111,39,39,3.86519
39,7.46209,9.39579,49,49,4.1399
43,5.55239,2.38333,54,54,2.98075
38,19.6995,8.78982,48,48,3.91263
39,9.47327,4.3764,49,49,3.39745
31,3.46633,3.96854,39,39,4.38927
50,7.19473,4.93156,63,63,3.18813
43,8.3282,9.15492,54,54,2.69665
39,1.75153,5.62872,49,49,3.85785
34,10.8768,8.80964,43,43,4.03759
30,3.09669,7.78835,38,38,5.29737
49,14.8379,2.48942,62,62,3.06069
35,13.9857,3.09438,44,44,4.27684
48,12.7643,6.82177,61,61,4.58211
44,6.06005,5.23007,56,56,3.45965
48,13.5543,7.47899,61,61,4.41298
38,11.7063,8.34621,48,48,3.71272
35,11.1349,8.86512,44,44,3.71568
41,6.19582,9.45599,52,52,3.37557
40,13.0325,2.82847,50,50,4.17866
50,13.8876,8.12954,63,63,3.5395
37,16.7466,7.30546,47129,47107,57.3611
22,1.06827,8.36555,28023,27987,22.9351
30,15.627,1.87275,38213,38167,27.9537
25,13.4768,5.33407,31844,31789,3.24798
24,4.1594,2.46925,30570,30537,25.613
24,4.088,4.93464,30570,30553,14.3181
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
85,18.8233,6.42927,108271,108225,2.07366
88,7.29606,8.82712,112092,112084,2.05269
37,10.3025,6.6756,47,47,3.48695
32,6.72242,1.73748,40,40,5.17157
43,6.83177,0.443461,54,54,3.4756
31,11.4276,6.11419,39,39,3.53662
45,15.7855,5.88191,57,57,3.60154
44,11.2547,3.19913,56,56,2.55654
41,8.78524,4.12349,52,52,2.23056
40,12.4848,8.27029,50,50,4.03672
31,11.1162,5.96823,39,39,3.98593
40,10.7238,2.21735,50,50,4.03596
35,15.6938,4.95694,44,44,5.2576
40,3.03445,3.13961,50,50,5.15598
38,11.2497,2.46564,48,48,4.40731
47,9.42348,6.88606,59,59,2.81791
45,13.6176,6.53985,57,57,3.71988
38,9.32797,1.38816,48,48,4.63606
41,19.9189,9.24501,52,52,2.77327
49,4.31302,2.59301,62,62,1.91822
34,1.3071,4.39383,43,43,4.97362
36,14.7656,2.65618,45,45,4.61417
46,8.17018,7.09683,58,58,1.91843
39,0.00873,8.20596,49,49,2.9221
45,9.35048,5.70687,57,57,3.64622
43,6.70163,7.15807,54,54,3.15796
31,0.79292,8.27696,39,39,4.19456
38,13.42,7.55364,48,48,4.72393
35,10.0175,6.59027,44,44,4.49891
46,4.77255,3.28929,58,58,2.53893
38,7.25314,1.24509,48,48,4.21873
40,8.0501,9.52356,50,50,5.60043
35,9.75274,1.09187,44,44,5.20709
37,15.0467,0.917032,47,47,3.88962
36,7.58482,4.63867,45,45,5.06844
37,14.6408,9.47943,47,47,4.10515
47,15.9295,5.11722,59,59,2.40324
32,6.8385,2.01935,40,40,4.79957
50,16.1455,2.11654,63,63,2.26244
44,15.8485,8.00503,56,56,3.20398
45,9.24,2.14895,57,57,4.19927
35,16.8908,2.91191,44,44,5.52489
30,10.6059,8.51522,38,38,3.96994
43,5.54895,1.75577,54,54,3.62616
33,14.8105,0.387734,42,42,3.08457
47,7.62197,5.9209,59,59,2.15935
49,13.3159,8.0645,62,62,2.3671
33,9.78864,0.604877,42,42,3.67336
35,4.57057,5.89764,44,44,5.3386
50,17.2435,8.1105,63,63,1.83179
34,9.91344,2.27978,43,43,4.45787
38,10.5852,7.3214,48,48,5.03047
37,9.65851,6.7735,47,47,4.13517
38,4.99298,2.53635,48,48,4.86843
38,15.1605,6.4262,48,48,4.6823
38,19.1893,3.08267,48,48,5.31348
36,10.763,2.79269,45,45,4.40135
38,14.1481,4.44892,48,48,4.24831
38,13.8844,2.54335,48,48,5.49934
30,1.97955,7.09707,38,38,4.97559
32,0.549566,8.64742,40,40,4.90039
46,2.15036,1.14356,58,58,2.20977
47,5.61587,0.63383,59,59,2.33599
39,16.4423,1.60375,49,49,3.52093
47,12.4976,8.55412,59,59,3.09891
50,7.31021,8.16742,63,63,0.957078
37,10.9109,8.5961,47,47,4.3343
42,18.5395,9.28573,53,53,4.19651
35,3.38245,0.0119559,44,44,5.42645
37,15.9838,3.82562,47,47,4.64927
49,9.45561,4.91494,62,62,1.7879
40,0.665632,1.29466,50,50,4.30704
45,17.1942,8.22893,57,57,3.54542
31,15.6287,4.75198,39,39,3.4904
34,19.8906,9.62996,43,43,4.52505
46,6.37392,6.90759,58,58,1.81985
35,16.4674,3.09422,44,44,5.21122
43,9.8698,8.42075,54,54,3.38026
48,4.5891,0.526745,61,61,2.73019
48,2.95857,3.51452,61,61,2.63381
32,17.4938,8.5086,40,40,4.42392
39,17.5636,9.08142,49,49,3.42127
42,16.6161,2.52766,53,53,3.6711
41,14.0699,6.51108,52,52,2.88871
40,12.9327,8.38641,50,50,4.9456
42,5.9644,9.16851,53,53,4.11869
32,4.62181,5.29133,40,40,5.24545
36,2.92624,9.90875,45,45,4.16073
34,17.7709,2.20656,43,43,4.53709
43,9.002,0.83827,54,54,3.30072
42,7.83558,5.07953,53,53,3.96977
44,17.4623,3.71778,56,56,3.56468
34,19.7838,6.65256,43,43,4.49911
37,18.6476,0.792485,47,47,4.44506
47,17.0191,5.76238,59,59,3.1686
42,1.4134,0.306781,53,53,3.57995
47,4.73904,6.63862,59,59,2.80798
34,2.27507,7.79498,43,43,4.07978
37,1.51322,1.82018,47,47,4.27387
31,1.59446,5.94128,39,39,2.99851
43,10.71,7.10463,54,54,3.35076
43,18.5169,4.17273,54,54,2.94643
36,2.32883,9.74058,45855,45821,25.3649
36,14.7576,4.4874,45855,45827,18.6962
27,14.1693,9.16368,34391,34356,19.1646
27,11.3023,7.11208,34391,34340,21.543
26,5.54593,9.95896,33118,33049,17.8274
33,18.784,3.24614,42034,42027,22.6939
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
81,18.5291,3.03656,103176,103154,1.76289
80,14.1201,6.03393,101902,101844,1.80578
33,12.8782,0.844496,42,42,3.49067
43,8.403,4.67184,54,54,3.69547
31,3.53968,5.55427,39,39,3.44198
31,14.2846,5.1427,39,39,3.29006
34,4.7319,2.35239,43,43,3.85396
42,19.0683,6.49892,53,53,4.4089
33,15.9815,0.154364,42,42,3.77939
32,0.605989,2.83783,40,40,4.3357
37,18.8953,2.46028,47,47,2.98269
42,18.4048,5.2717,53,53,4.4832
31,14.6172,1.19618,39,39,4.08649
32,8.79296,6.42452,40,40,4.09088
35,9.06214,5.58204,44,44,4.28321
35,1.77935,8.60757,44,44,5.23335
38,7.02191,3.17483,48,48,3.08522
30,11.6599,9.23521,38,38,7.59054
34,14.8986,9.05629,43,43,4.10205
49,0.391275,0.741262,62,62,3.24004
30,11.6339,0.492243,38,38,6.06222
48,13.4571,3.32021,61,61,3.31994
45,5.21267,8.87105,57,57,3.90918
31,5.01094,0.257464,39,39,3.62978
49,6.68808,9.63358,62,62,2.32103
41,3.37702,8.94758,52,52,2.98243
32,0.991176,5.34618,40,40,4.32911
30,16.775,4.442,38,38,6.87025
36,12.5219,3.23788,45,45,3.55888
34,5.96574,6.61162,43,43,3.50081
40,9.06634,9.05632,50,50,5.69194
37,10.0626,1.90443,47,47,3.69322
42,12.191,6.36486,53,53,4.02733
33,8.80843,6.14629,42,42,3.74023
48,9.481,3.29834,61,61,3.99236
33,13.3009,4.34926,42,42,4.02123
41,4.91182,3.89647,52,52,2.19378
48,8.5481,2.52419,61,61,3.26409
50,0.181875,0.145649,63,63,2.08965
37,14.8106,5.00625,47,47,3.16699
34,6.55003,0.186162,43,43,3.78768
37,11.1134,1.13988,47,47,3.31958
35,18.2574,5.64406,44,44,4.6587
41,1.93618,2.19475,52,52,2.48809
45,18.5131,0.484668,57,57,4.38175
46,9.52743,2.40116,58,58,2.32645
43,11.6449,2.58062,54,54,2.62978
45,2.23574,0.756097,57,57,4.50334
42,5.71321,7.372,53,53,4.33214
50,1.55429,7.63811,63,63,1.75273
40,2.39175,2.84971,50,50,5.47526
35,13.2315,6.65176,44,44,4.36734
49,12.0731,8.46686,62,62,2.88512
40,16.2412,3.17045,50,50,5.19766
45,3.9507,8.03278,57,57,5.04453
34,13.9865,8.85333,43,43,3.66173
43,18.4537,5.99083,54,54,3.47572
35,7.68513,0.561136,44,44,5.42451
30,7.35552,5.67917,38,38,6.07147
31,7.47449,8.87136,39,39,3.89062
49,15.6869,3.3093,62,62,2.78604
40,17.688,8.92949,50,50,5.2046
46,12.0198,3.29225,58,58,2.71764
31,10.5529,4.50472,39,39,4.394
36,5.62192,3.19262,45,45,4.79208
50,14.1377,0.209307,63,0,-nan
49,3.63866,8.24514,62,62,2.88079
40,13.1743,9.10713,50,50,4.60428
31,14.228,5.01496,39,39,3.58691
49,4.97968,4.78202,62,62,3.34475
48,11.8195,3.64366,61,61,3.87022
42,5.83196,1.61831,53,53,5.25992
38,11.4927,2.78616,48,48,2.54759
32,9.53589,5.93997,40,40,4.34654
35,9.8633,4.53741,44,44,4.12268
50,2.9674,6.1345,63,63,2.61289
42,15.5841,3.86776,53,53,4.4083
47,12.3373,5.52593,59,59,2.24506
43,10.7364,5.65841,54,54,2.75274
37,8.69819,9.39319,47,47,3.68965
38,6.86724,0.635697,48,48,3.40696
47,1.95443,3.85178,59,59,2.5372
45,5.77001,5.65959,57,57,4.2784
39,2.58731,0.638871,49,49,3.45112
43,6.1659,7.98305,54,54,2.85238
45,2.45542,3.96062,57,57,4.87652
33,5.77718,6.61418,42,42,3.44526
43,18.6578,4.88588,54,54,2.9052
45,7.21363,5.2582,57,57,4.23101
46,16.2525,6.04782,58,58,3.03167
30,4.7945,1.34943,38,38,5.56473
37,11.8278,9.64721,47,47,3.83262
40,4.72965,0.815704,50,50,4.82097
39,3.30949,8.49059,49,49,3.13376
47,1.27388,4.70294,59,59,2.26201
40,16.7668,5.38349,50,50,5.37926
46,15.9238,5.7983,58,58,2.76992
30,12.8439,7.2437,38,38,5.89787
39,11.8916,4.77523,49,49,2.83364
42,16.9931,2.42657,53,53,4.05326
47,8.38752,1.38079,59,59,1.93921
36,3.14605,0.21593,45,45,3.80846
35,7.91104,2.1757,44582,44515,18.2424
30,8.44701,0.609246,38213,38188,9.58214
23,12.7116,6.45456,29296,29165,33.0282
29,9.12788,8.89009,36939,36906,12.0598
28,6.93236,7.44873,35665,35649,9.68974
20,13.48,1.55768,25475,25474,17.0374
channelNumberA, channelWidthA, channelNumberB, channelWidthB, channelNumberC, channelWidthC
42,80,100,20,155,80
98,18.2348,9.6439,124830,124758,2.65205
93,0.944095,3.24068,118461,118453,2.6219
30,15.4538,5.0134,38,38,6.27757
33,10.0836,7.60619,42,42,3.50449
39,0.247598,0.665139,49,49,3.76654
32,17.1414,4.17126,40,40,7.07737
43,13.6783,8.82286,54,54,3.32244
40,6.88199,9.7987,50,50,6.81403
46,3.17786,6.18518,58,58,4.48173
45,8.72721,7.40543,57,57,4.99303
43,6.67432,8.95232,54,54,4.00836
45,6.08571,8.32599,57,57,5.30096
48,13.5406,7.43541,61,61,5.27196
45,14.5516,9.70944,57,57,4.67516
32,6.87455,8.69843,40,40,6.34987
45,14.1352,0.329086,57,57,5.44353
32,0.426358,9.80977,40,40,5.49036
42,13.9918,7.08225,53,53,4.76792
47,9.87836,8.86751,59,59,2.87787
48,16.4695,8.88951,61,61,4.7583
47,1.9606,6.59071,59,59,2.44333
40,12.1484,3.98424,50,50,5.35061
44,2.25517,0.645266,56,56,3.96581
44,10.013,2.30897,56,56,4.444
32,4.02578,3.56028,40,40,6.87926
39,0.0523992,0.737134,49,49,3.67052
32,1.18943,2.41539,40,40,5.69705
43,0.129913,1.33041,54,54,3.60853
37,15.0262,9.88543,47,47,2.99201
43,7.15883,9.93396,54,54,2.96095
42,10.8797,6.86761,53,53,3.22198
34,12.0751,4.28536,43,43,3.13582
49,14.6291,1.6378,62,62,2.75033
30,2.57014,1.37549,38,38,6.27834
39,11.3772,1.958,49,49,3.85456
30,11.961,9.21914,38,38,5.88274
35,13.8942,2.67577,44,44,4.65228
44,10.2577,3.02903,56,56,4.08008
50,4.21823,8.17476,63,63,3.70671
31,13.7727,2.00752,39,39,3.02206
43,3.86005,8.22343,54,54,3.15614
38,5.33618,9.36786,48,48,3.66779
40,5.90882,2.77285,50,50,6.40701
39,18.3233,2.63368,49,49,3.0309
35,2.21565,0.581601,44,44,4.32882
45,11.4329,8.88135,57,57,4.70292
37,9.97387,7.09675,47,47,2.67714
35,14.6828,0.907316,44,44,4.82058
48,6.85575,8.84643,61,61,5.17192
50,5.86517,7.16572,63,63,4.30857
46,14.8701,3.41964,58,58,3.52081
32,15.8778,5.98207,40,40,6.56231
